instance_digital	sameAsIdentifier_digital	localEntityControlNumber_digital	marcDisplayText_digital	instance_physical	sameAsIdentifier_physical	localEntityControlNumber_physical	marcDisplayText_physical
4ngsfdkg52s4p1p	19708304	7416417	Originalversion:	k2vqpkbw2xl3ls0	7416417	19708304	Digitaliserad version:
5phtfrhh0r58zxr	19663215	7418172	Originalversion:	2kc764sd1ggs7wc	7418172	19663215	Digitaliserad version:
6qj01pnj3cb3gls	22549636	2881296	Originalversion:	vc5vdwm6385zcmb	2881296	22549636	Digitaliserad version:
8slxkhdl5t1wrvq	19708038	7416391	Originalversion:	p60vtpg13rmtc5g	7416391	19708038	Digitaliserad version:
bvn0k94n29m4dtj	19646540	7417789	Originalversion:	9slgfblm08trq14	7417789	19646540	Digitaliserad version:
cwp1nmpp3mm49x1	19708221	7416424	Originalversion:	s93zxsl414ss2x9	7416424	19708221	Digitaliserad version:
fzr3ll1r07h30bg	19597763	7417166	Originalversion:	j1tpnk4v04dcw1f	7417166	19597763	Digitaliserad version:
g0s4q23s3jtg2rp	19663494	7418133	Originalversion:	r82xwtg31wc883t	7418133	19663494	Digitaliserad version:
g0s4rqts3prgvpr	19708254	7416434	Originalversion:	4mf984xg0zz7lhq	7416434	19708254	Digitaliserad version:
k3w7tfww4rjg9w2	19670427	7416160	Originalversion:	0h9540hb20k595f	7416160	19670427	Digitaliserad version:
k3w7vdpw4dfqvcv	19697247	142465	Originalversion:	h0scn33t4ps0rrn	142465	19697247	Digitaliserad version:
l4x8s6nx28plv69	19609888	7417385	Originalversion:	tb40zvp501n2cnk	7417385	19609888	Digitaliserad version:
n60btzb02dkqdmb	19601400	7417111	Originalversion:	p60vtq814xlgzt9	7417111	19601400	Digitaliserad version:
q82d1zw21prgl3d	19708052	7416393	Originalversion:	r82xwrj31pjscg4	7416393	19708052	Digitaliserad version:
q82dx7w251p75pk	19607252	7417562	Originalversion:	q71wvrs20448qsl	7417562	19607252	Digitaliserad version:
r93f0qg343smnp6	19646433	7417808	Originalversion:	xf73208847871k7	7417808	19646433	Digitaliserad version:
r93f2lw35gxs2z5	19697223	7416200	Originalversion:	btmhgbvn02hnqf2	7416200	19697223	Digitaliserad version:
sb4g0dt435403fm	19609834	7417405	Originalversion:	h0snmjct4rkx0cg	7417405	19609834	Digitaliserad version:
tc5h42r53jbzltn	19707845	7416374	Originalversion:	4mf984vg1p8nz5h	7416374	19707845	Digitaliserad version:
wf7k5d3744h3prh	19661287	7416125	Originalversion:	tb40zt951jr2q5q	7416125	19661287	Digitaliserad version:
xg8l75480p1b3d9	19708088	7416396	Originalversion:	vc510vm61bk7z3p	7416396	19708088	Digitaliserad version:
xg8l76c803cc710	19708298	7416419	Originalversion:	m4xsrmdz2cql995	7416419	19708298	Digitaliserad version:
3mfshltf38zv386	19768873	7416813	Originalversion:	r82xwr03383z5gz	7416813	19768873	Digitaliserad version:
3mfshnjf14g31b6	19770403	7416731	Originalversion:	1jb6515c21m2x34	7416731	19770403	Digitaliserad version:
6qjv3zgj0nrwdd0	19371556	16005650	Originalversion:	bvnv2gpn47gcpxs	16005650	19371556	Digitaliserad version:
7rkwjbjk4ght7ck	19704587	7416300	Originalversion:	n5ztsnb001mn56h	7416300	19704587	Digitaliserad version:
8slzv5fl0qmjsjr	19942068	2879949	Originalversion:	zg8zhx7955257j7	2879949	19942068	Digitaliserad version:
9tmzl51m2p43067	19697779	7417911	Originalversion:	cvnjhfsp501883t	7417911	19697779	Digitaliserad version:
bvn0lxzn3lv2qmn	19663490	7418139	Originalversion:	zg8431n9444bqlt	7418139	19663490	Digitaliserad version:
cwp1n73p5shnlj6	19697781	7417909	Originalversion:	9slgfcqm4qln14n	7417909	19697781	Digitaliserad version:
fzr3qfjr0q6cb7k	19701713	7416252	Originalversion:	2kc762nd3b0kh3c	7416252	19701713	Digitaliserad version:
g0s4q8ps0bqc67h	19669434	7418221	Originalversion:	p60vtrh13ss7j0h	7418221	19669434	Digitaliserad version:
h1t5s9pt34xqpnr	19696405	7417954	Originalversion:	s93zxv944pqw0rg	7417954	19696405	Digitaliserad version:
j2v6q2zv4c4jdgr	19607516	7417549	Originalversion:	9slgfbbm3r4mcjx	7417549	19607516	Digitaliserad version:
k3w7vcrw2cgcwqr	19696407	7417947	Originalversion:	k2vqpm1w1rbjwnh	7417947	19696407	Digitaliserad version:
k3w7vrqw1twhd0v	19707177	7418609	Originalversion:	m4xsrptz3ltxgc9	7418609	19707177	Digitaliserad version:
p71cw7415cwzsmp	19607491	7417556	Originalversion:	j1tpnkkv0z54rt6	7417556	19607491	Digitaliserad version:
wf7k6rq73x8tpgc	19697857	7417424	Originalversion:	4mf9851g35sxbhl	7417424	19697857	Digitaliserad version:
wf7l9dl75f66pgr	19768837	7416843	Originalversion:	r82xwr135l02ncg	7416843	19768837	Digitaliserad version:
xg8l6nc83zwj0zx	19666898	7418081	Originalversion:	1jb653nc25ngxv7	7418081	19666898	Digitaliserad version:
zh9m86f94phjnz5	19707429	560484	Originalversion:	gzrc4jjs2k4j9fz	560484	19707429	Digitaliserad version:
1kcqc8tc36xcsmz	19734731	7418793	Originalversion:	r82xwv633zr1sdc	7418793	19734731	Digitaliserad version:
1kcqffsc4gw50k6	19766201	7418377	Originalversion:	wd621zv715m7nvx	7418377	19766201	Digitaliserad version:
5phvjdwh0d4clrp	19761675	7418507	Originalversion:	7qjdc9bk2r27x3m	7418507	19761675	Digitaliserad version:
5phvkrhh2vqcrp3	19771215	7416763	Originalversion:	3ld8738f4mm30jh	7416763	19771215	Digitaliserad version:
7rkxkg2k0jwc7dm	19734767	1520144	Originalversion:	4mf20rhg3vf9847	1520144	19734767	Digitaliserad version:
8slznvll023w9xx	19771218	7416761	Originalversion:	1jb6516c0sznj55	7416761	19771218	Digitaliserad version:
cwp2rzpp1vj52cz	19771221	7416757	Originalversion:	wd621w275945mzm	7416757	19771221	Digitaliserad version:
fzr4sn6r413hd9z	19761713	7418512	Originalversion:	dwpkjghq0cswn95	7418512	19761713	Digitaliserad version:
h1t6vlvt1gm7gl2	19757755	7418958	Originalversion:	8rkfdcvl3l1m1n1	7418958	19757755	Digitaliserad version:
h1t6vq5t2h536m8	19761625	7418520	Originalversion:	n5ztsqs04vc5wv4	7418520	19761625	Digitaliserad version:
h1t9bxpt3jcpmdp	22548505	8236267	Originalversion:	wd6328m73b95qdt	8236267	22548505	Digitaliserad version:
j2v7xx8v3gnfmfn	19766186	7418369	Originalversion:	m4xsrpkz4pnzgcx	7418369	19766186	Digitaliserad version:
l4x9001x4bn2gp8	19765918	7416846	Originalversion:	vc510v4630lgd3z	7416846	19765918	Digitaliserad version:
l4x9xtfx3bp11zf	19734778	7418784	Originalversion:	gzrmlkvs0z0j2mr	7418784	19734778	Digitaliserad version:
n60c22205sqfs2j	19765860	7416865	Originalversion:	h0snmhrt0wlhwdm	7416865	19765860	Digitaliserad version:
r93kl6w31gk7cpr	22548423	1380135	Originalversion:	5ng3vlzh0897hwd	1380135	22548423	Digitaliserad version:
vd6k711603hx06l	19760256	7416914	Originalversion:	4mf985gg0d2t9x5	7416914	19760256	Digitaliserad version:
2ldrgfhd1q0zxjg	19765002	7416879	Originalversion:	zg843z89193wjkh	7416879	19765002	Digitaliserad version:
6qjwkfrj5p06tjz	19761526	7418551	Originalversion:	p60vtrv15f3wxg9	7418551	19761526	Digitaliserad version:
7rksjslk1tmfzrn	17259347	10413120	Orginalversion	n5zzhn400f0zrf4	10413120	17259347	Digitaliserad version
9tm0njvm2c4qj6x	19761529	7418549	Originalversion:	m4xsrprz5rmt30l	7418549	19761529	Digitaliserad version:
9tm0pp3m595tf7h	19766239	7418385	Originalversion:	5ngb974h224x2rt	7418385	19766239	Digitaliserad version:
fzr4sn0r3mnkngm	19761533	7418547	Originalversion:	k2vqpmpw0mh372k	7418547	19761533	Digitaliserad version:
n60c1wd02rg4rjz	19761660	7418495	Originalversion:	tb40zwx51lkg1ff	7418495	19761660	Digitaliserad version:
r93g55k30pmmj9x	19766223	7418381	Originalversion:	1jb6530c24gc7h4	7418381	19766223	Digitaliserad version:
sb4h65t4399ddnm	19765534	7418403	Originalversion:	r82xwtr32wn7fnr	7418403	19765534	Digitaliserad version:
bvn0fwtn5v91t0p	19527470	1323572	Orginalversion:	q71nc2p23vpg8zs	1323572	19527470	Digitaliserad version:
q82cbds23fr1fb8	18315662	7266076	Originalversion	6phc5mxj4g7zjhr	7266076	18315662	Digitaliserad version
3mfwxkzf0mvnjpf	22549093	1623352	Originalversion:	dwpbdtfq4r7dd9h	1623352	22549093	Digitaliserad version:
dxqqwlcq38rpcz4	10958992	10228106	Originalversion:	j1tt4ndv38x4vcm	10228106	10958992	Digitaliserad version:
1kccj7zc48v9lpl	10958951	10208623	Originalversion:	3lddphbf439n6l9	10208623	10958951	Digitaliserad version:
l4x7x7gx297jgxb	18098608	11456392	Originalversion:	dxqqj11q2rbc94f	11456392	18098608	Digitaliserad version:
p71hj5m11lrtplz	22549141	2904807	Originalversion:	k2vk4gfw5c8l2jh	2904807	22549141	Digitaliserad version:
6qjtsv6j53hzmtd	18315616	8351322	Originalversion	2kc8cpmd24d108t	8351322	18315616	Digitaliserad version
7rkvtw7k3vxs1r2	18315617	8351323	Originalversion	3ld9dqnf0z53859	8351323	18315617	Digitaliserad version
9tm112jm20525tb	20856529	12550426	Originalversion:	6qjlnbfj1lt81mn	12550426	20856529	Digitaliserad version:
cwps22lp2qf6bqs	13537731	614786	Originalversion	j1tf8mxv18qgx31	614786	13537731	Digitaliserad version
sb47jzf412095mn	13576774	615852	Originalversion	2kczs6nd19bwbcz	615852	13576774	Digitaliserad version
fzrx1hbr27p88z3	15086333	2269158	Originalversion:	8rk72mvl0mlxnjl	2269158	15086333	Digitaliserad version:
1kctqqdc51jdxmn	22446941	16014344	Orginalversion:	4ngnwk5g0v2bbpd	16014344	22446941	Digitaliserad version:
8slxb8fl3jqv4d1	19512768	900503	Originalversion	fxqbj39r4dq8s12	900503	19512768	Digitaliserad version
dxqz782q38m1zwg	16889722	2426922	Originalversion:	2kc118zd4jwqj4j	2426922	16889722	Digitaliserad version:
sb453hx448khgtz	12403624	3620284	Originalversion:	s93t86n40j4395m	3620284	12403624	Digitaliserad version:
sb4cmmp41nzw5vh	16889014	2171410	Originalversion	0h9znq0b09vqhpd	2171410	16889014	Digitaliserad version
vd6nkjk604z2mgx	22446336	17412227	Orginalversion:	7rktpfgk5lbs03p	17412227	22446336	Digitaliserad version:
1kcdk0nc53rwz1t	11789381	2408912	Originalversion:	q71pp8m22qdkqf2	2408912	11789381	Digitaliserad version:
l4x5w4rx5bjws98	17259178	10406346	Orginalversion	vc55pls63rt8bg5	10406346	17259178	Digitaliserad version
l4xz4mvx4jv905x	11791768	2416785	Originalversion:	5ng440sh5hm0bdw	2416785	11791768	Digitaliserad version:
p7127mf15s8mtjg	11788561	2404660	Originalversion:	0h9zzc5b3gnz8m4	2404660	11788561	Digitaliserad version:
r9349j4349gls7v	11783733	1645936	Originalversion:	6ph46gbj1b03wt6	1645936	11783733	Digitaliserad version:
r9349kr343kmvf2	11785203	2428140	Originalversion:	n5zmmwx039z0vv5	2428140	11785203	Digitaliserad version:
wf7j18q726g6qs1	18739357	1486861	Originalversion	p60mj3311hbcbb1	1486861	18739357	Digitaliserad version
2ldmwwzd36c0qtw	16889022	2405153	Originalversion	fxqddt4r3h7jq4h	2405153	16889022	Digitaliserad version
8sl13jbl26jk0j9	21760878	414186	Originalversion:	vc5rcjd62l8qzbl	414186	21760878	Digitaliserad version:
l4x8pf4x3cpjbfp	19534708	3294710	Originalversion	btmbdnfn3r8srqg	3294710	19534708	Digitaliserad version
zh9bjkq91xj6zl0	11806599	579410	Originalversion:	btm713fn5q797x1	579410	11806599	Digitaliserad version:
zh9j4jw95pfjm6p	17151849	8371607	Originalversion:	7qjgklbk28ctrtp	8371607	17151849	Digitaliserad version:
1kcql1dc3d7p8p5	19917041	3272972	Originalversion:	q71qr8p2370v1d7	3272972	19917041	Digitaliserad version:
4ngpzz1g2898gvj	16889024	3170448	Originalversion	8rk8509l28gs8ss	3170448	16889024	Digitaliserad version
bvnwk2vn0qbk3lq	17210000	7265153	Originalversion	fxqldt4r3cpg6xp	7265153	17210000	Digitaliserad version
l4xzg9px2mnn92j	12052618	12052617	Originalversion:	k3wxf8nw578zbpc	12052617	12052618	Digitaliserad version:
n601jcs01zrzlx9	12052620	12052615	Originalversion	h1tvc6lt09jxm25	12052615	12052620	Digitaliserad version
0jbn208b448zkg5	19512850	810211	Originalversion	p60lp1814hdn7k3	810211	19512850	Digitaliserad version
3mfw3shf4qvvjp7	22689973	17750850	Orginalversion:	n608kf505n4vhw2	17750850	22689973	Digitaliserad version:
6qjrhq0j5216bjh	17258836	10272521	Orginalversion	1jbbps8c30mfm88	10272521	17258836	Digitaliserad version
cwppp98p18xrmsg	10816731	9056156	Originalversion:	j1trp87v3xmmklv	9056156	10816731	Digitaliserad version:
g0stbj3s5jh1xs9	12062094	12062096	Originalversion:	j2vwdl5v0ph8k09	12062096	12062094	Digitaliserad version:
p71807r134xt0v8	17259061	10450598	Orginalversion	xf77t9180q1rmzc	10450598	17259061	Digitaliserad version
q82b02j20pkphgl	18036422	11570541	Originalversion:	cwppm7tp4hl7zmr	11570541	18036422	Digitaliserad version:
tc56p1753k8wmwh	12065465	12065464	Originalversion:	sb45n0645f764d3	12065464	12065465	Digitaliserad version:
wf78r3j72k97ph0	12065677	12065676	Originalversion:	vd67q2h60k7mrbs	12065676	12065677	Digitaliserad version:
0jbcwbhb3tchvc7	12069160	12069161	Originalversion:	1kcdxcjc4rn57lr	12069161	12069160	Digitaliserad version:
3ldd67cf5mf8h3z	10633453	3303800	Originalversion:	btmbd0jn5g4sbj7	3303800	10633453	Digitaliserad version:
4ngkv8dg0nt2m85	13576454	1428845	Originalversion	tb4rk2r553nkfg4	1428845	13576454	Digitaliserad version
5phj1dgh3vrrnkz	12067185	12067184	Originalversion:	4ngh0cfg53czb3c	12067184	12067185	Digitaliserad version:
cwpq8q1p5n2kjrq	12070221	12070222	Originalversion:	dxqr9r2q2jtt7jq	12070222	12070221	Digitaliserad version:
gzrrkjjs2nj8fc8	10631484	3303906	Originalversion:	vc5vxk6603pq26k	3303906	10631484	Digitaliserad version:
h0sslmrt1826v69	10633465	9000989	Originalversion:	m4xvqb1z2hg9gqq	9000989	10633465	Digitaliserad version:
k3wxg0zw237xfd5	12071787	294068	Originalversion:	xf7t84085hgxzrv	294068	12071787	Digitaliserad version:
q711tsq21xq21nh	10631402	8983976	Originalversion:	j1trll1v50bv4zk	8983976	10631402	Digitaliserad version:
sb4fdgt401lk104	18315634	7266041	Originalversion	1jb60gqc2q8sdmr	7266041	18315634	Digitaliserad version
vd67r7j6224ts1c	12070206	12070207	Originalversion:	wf78s8k7113b95z	12070207	12070206	Digitaliserad version:
xg8qmmb839p81l8	22446968	16915702	Orginalversion:	dxqz87xq13f97t8	16915702	22446968	Digitaliserad version:
1kcrt0gc1j66jws	20915201	1600946	Originalversion:	j1tgh4nv44wl07c	1600946	20915201	Digitaliserad version:
4ngwfm8g39fmk0c	22118234	3212791	Originalversion:	p60pm0s10b7w6g9	3212791	22118234	Digitaliserad version:
dxq469fq395wjcg	20913952	1601810	Originalversion:	btm89zfn3hzr07p	1601810	20913952	Digitaliserad version:
j2v97jqv1sflt1n	21645806	1596580	Originalversion:	0h9xzf9b1zwwtbw	1596580	21645806	Digitaliserad version:
k3w0bf4w2x0tj16	13595637	1797380	Originalversion:	btm8j7qn3tf6jp9	1797380	13595637	Digitaliserad version:
n60gbqn020cr4nm	22430400	1627267	Originalversion:	wd6twh970lc7hhw	1627267	22430400	Digitaliserad version:
tc5kmqw51bmtmfq	20913965	494154	Originalversion:	gzrc23ts0lf6hrn	494154	20913965	Digitaliserad version:
tc5kmr954qr0nwk	20914325	3198364	Originalversion:	s93sqkv40w821p0	3198364	20914325	Digitaliserad version:
tc5ljtz55gstf9t	21645725	1192870	Originalversion:	0h9xghqb4pvbn8g	1192870	21645725	Digitaliserad version:
4ngvx3mg29m5b7t	20915264	1600673	Originalversion:	fxqcd18r58290zg	1600673	20915264	Digitaliserad version:
h1tzng5t4vzqg3j	14732425	3019520	Originalversion:	btmb1hnn02b5p9b	3019520	14732425	Digitaliserad version:
0jbst8vb49plb3h	22570690	1663260	Originalversion:	n5zlpl205tf73fw	1663260	22570690	Digitaliserad version:
0jbstgtb01m4jsq	22549060	9869346	Originalversion:	vc541p461j47wj2	9869346	22549060	Digitaliserad version:
0jbstgvb32bwt1h	22549090	1727368	Originalversion:	l3wjpw6x1gnv0cs	1727368	22549090	Digitaliserad version:
g0sxfwgs5ddzg0z	14556324	197772	Originalversion	2kcx9p4d337w4w8	197772	14556324	Digitaliserad version
h1t3hrkt4l9tfs1	17845885	10635726	Orginalversion	vc55z3n65fwrj0q	10635726	17845885	Digitaliserad version
l4xxxfwx0hfbt4h	10814398	1392531	Orginalversion:	cvn928xp3k0v4xd	1392531	10814398	Digitaliserad version:
m5z7mwqz0dc6f16	17845919	10634029	Orginalversion	9slldg6m4dmj72r	10634029	17845919	Digitaliserad version
tc5gfhw505lzbv7	18315665	7266086	Originalversion	j1tphz8v1l79ds6	7266086	18315665	Digitaliserad version
xg8kjl3823t534g	18315758	2268189	Originalversion	zg8xr9h92bqkr9v	2268189	18315758	Digitaliserad version
n603bms02ddv5bg	13517820	1378788	Originalversion	8rk6zmkl4t2lnns	1378788	13517820	Digitaliserad version
tc5bfws55h2rvxj	15086375	2412396	Originalversion:	vc5ttjm659wdkvc	2412396	15086375	Digitaliserad version:
4nghhm8g3f0bh3h	11642234	11642233	Originalversion:	3mfggl7f07svk6g	11642233	11642234	Digitaliserad version :
9tmxw0pm0fp4mqn	18315979	18048238	Orginalversion	l4x6vchx425l7n0	18048238	18315979	Digitaliserad version
3mfgsh9f0w0dhx9	11909593	2431317	Originalversion:	k2vjkxbw138gx8c	2431317	11909593	Digitaliserad version:
2ldmx2ld3f1h359	16920192	8382200	Originalversion:	btmkn36n2fkthl7	8382200	16920192	Digitaliserad version:
6qjr671j5cpzwp3	17029366	12164196	Originalversion:	vd67vpz65j820sm	12164196	17029366	Digitaliserad version:
k3wx7v0w45fvn7f	11906217	2388559	Originalversion:	9sl872km3nxd5fh	2388559	11906217	Digitaliserad version:
n600z4q03kddfpb	11587260	11587256	Originalversion:	j2vvt0kv2219fpj	11587256	11587260	Digitaliserad version:
q829m0x24cw24f7	16954982	7406711	Originalversion:	1jb65n1c1zdldp6	7406711	16954982	Digitaliserad version:
j2vz9q8v5045sfg	13604786	7618505	Originalversion:	tb417b5551l560l	7618505	13604786	Digitaliserad version:
5phrtzhh1n2w89m	17562615	8910123	Originalversion:	r820r3734j8dbb6	8910123	17562615	Digitaliserad version:
l4x7x1rx5vdt5z0	18093478	1276155	Originalversion	5ng3qqfh17dr9n0	1276155	18093478	Digitaliserad version
n60gcz4049hg43m	22463220	1641709	Originalversion	9sl79fqm057wndr	1641709	22463220	Digitaliserad version
vd6gjm364v5x67j	17562516	10151326	Originalversion:	6phhphrj5npf5wr	10151326	17562516	Digitaliserad version:
0jbplw8b03f6d0k	19942150	952115	Orginalversion:	tb4q0d251z8bs27	952115	19942150	Digitaliserad version:
7rkvtw8k4vdd869	18315647	7266059	Originalversion	m4xsl2bz26wwlv6	7266059	18315647	Digitaliserad version
fzr3nf2r5mhnznf	19647293	7417979	Originalversion:	m4xsrp4z2zm08j7	7417979	19647293	Digitaliserad version:
fzr4r17r1kb9zj1	19717643	7416491	Originalversion:	1jb651wc3ps33tw	7416491	19717643	Digitaliserad version:
fzr4ttzr12d5d6l	19766003	7416842	Originalversion:	q71wvq0231bqjbl	7416842	19766003	Digitaliserad version:
l4x8tl9x4r13sm8	19647358	7417320	Originalversion:	n5ztspg034j9s2d	7417320	19647358	Digitaliserad version:
n602cqs05jjxt7x	12737520	29288	Orginalversion:	xf7szbs81k9zx1b	29288	12737520	Digitaliserad version:
p71b9d111vrw7bk	18315901	2404972	Originalversion	dwpccswq2ghc302	2404972	18315901	Digitaliserad version
tc5ggxz50s4m9s0	18354425	18348373	Originalversion:	3mfqq0hf4hc2ms5	18348373	18354425	Digitaliserad version:
tc5j60255qdjcff	19760315	7416898	Originalversion:	l3wrqlwx4sd8273	7416898	19760315	Digitaliserad version:
zh9lkrj945r6v36	18318819	18020305	Originalversion:	h1t3q7ct40bpklv	18020305	18318819	Digitaliserad version:
zh9m7r19063g2tp	19669269	7418247	Originalversion:	k2vqpmcw0kjwttb	7418247	19669269	Digitaliserad version:
zh9nbp1903r3bp3	19748469	7418301	Originalversion:	cvnjhf7p3fchq1n	7418301	19748469	Digitaliserad version:
0jbprj4b0slhbxp	20067130	1623190	Originalversion:	0h9x0fvb386spk1	1623190	20067130	Digitaliserad version:
3mfklmbf35dkjhf	14181223	618715	Originalversion	h0sd7q8t1b68rr2	618715	14181223	Digitaliserad version
4ngkd4fg1316302	14004884	3083729	Originalversion:	m4xmf59z0m1d8tz	3083729	14004884	Digitaliserad version:
1kcg9bxc46vs2k7	14012621	7615316	Originalversion:	j1tqxw9v3zp2kb6	7615316	14012621	Digitaliserad version:
2kccpd3d02b45bd	10233642	502899	Originalversion:	zg8vkw290t1dxhl	502899	10233642	Digital version:
2ldm5xdd23s3935	17105412	8790202	Originalversion	dwpm78lq345vqz8	8790202	17105412	Digitaliserad version
2ldpk37d1186wsn	18244662	2448626	Originalversion:	j1thjjjv3skzn6m	2448626	18244662	Digitaliserad version:
3lddqhwf0kfj29r	10235233	1304999	Originalversion:	m4xk78xz1s230p7	1304999	10235233	Digital version:
6qjv3sxj372jt2w	19366576	2412607	Originalversion:	wd6vvkw71md7d3f	2412607	19366576	Digitaliserad version:
7rkw7s1k5rrfts3	19446737	1621381	Originalversion:	p60mp2k11nz6dzc	1621381	19446737	Digitaliserad version:
fzr41d4r0shpwk3	19943453	8203278	Orginalversion:	8rkgcdbl2d5zp63	8203278	19943453	Digitaliserad version:
g0s8f4ws26vv0qd	22662114	1676353	Originalversion:	3ld15h1f1m60vtm	1676353	22662114	Digital version:
k3w6q7lw277d65k	18774657	2415940	Originalversion:	0h9zzspb0zq5ssn	2415940	18774657	Digitaliserad version:
q82dgdp24d7txlk	19233572	455645	Originalversion:	tb4qc1f508q9bv8	455645	19233572	Digitaliserad version:
zh9mt0c92jkg1cp	19350969	19256568	Originalversion:	8slx1srl5tvmx3q	19256568	19350969	Digitaliserad version:
0jbghj7b0f8gkvz	14181220	626380	Originalversion	0h9wrh9b1cbg1r3	626380	14181220	Digitaliserad version
1kcm9cpc3v3gpb6	18036311	11437261	Originalversion:	p711sm311t8xj0q	11437261	18036311	Digitaliserad version:
4ngldmtg54w8pzg	14800844	8412435	Orginalversion	5ngdj2mh0tq52kl	8412435	14800844	Digitaliserad version
cwps23gp0p63w42	13538511	2407099	Originalversion	9sl88r5m2x82785	2407099	13538511	Digitaliserad version
dxq2fqlq2f1xkkt	19467802	18748317	Originalversion:	k3w6p8bw0b4t15q	18748317	19467802	Digitaliserad version:
p714znb11ntt9qq	14003371	109617	Originalversion:	k2vfpxnw1r83l1s	109617	14003371	Digitaliserad version:
2ldvrtwd0vrtmt6	22449162	8495896	Originalversion	6phfn5dj563brxs	8495896	22449162	Digitaliserad version:
6qjrfv0j0nk6mr5	17208436	14610677	Orginalversion	7rkp8pmk25z7n4c	14610677	17208436	Digitaliserad version
6qjvf6mj1zmnbgv	19647106	7416059	Originalversion:	m4xsrm0z033tvpt	7416059	19647106	Digitaliserad version:
fzr0n38r06qs2pb	17208473	13476196	Orginalversion	6qjmtm2j3b3ggbc	13476196	17208473	Digitaliserad version
zh9l9gk91cjthnw	18094749	13520234	Originalversion	4ngks6xg3pfx5r3	13520234	18094749	Digitaliserad version
0jbpb15b1n8cbf0	19729660	7416624	Originalversion:	gzrmlggs14grj0h	7416624	19729660	Digitaliserad version:
3mfwsvxf1vfx2md	22449163	20802128	Originalversion	xg8nlpq826q669c	20802128	22449163	Digitaliserad version:
5phvh9gh1t48kj4	19732485	7418884	Originalversion:	s93zxwb40r0vvx4	7418884	19732485	Digitaliserad version:
fzrwpx8r1xk2z43	14800973	8410089	Orginalversion	zg86brt927n7xd7	8410089	14800973	Digitaliserad version
n60927n03wx4xw4	18150900	2565898	Orginalversion:	l3wkrxwx5bqtv13	2565898	18150900	Digitaliserad version:
tc5j5k4557gb95f	19721675	7416667	Originalversion:	wd621wz74p70zww	7416667	19721675	Digitaliserad version:
2ldhvjrd2m2qpsz	13611942	8371363	Originalversion:	3ldbfgxf16j5wt1	8371363	13611942	Digitaliserad version:
j2v78xrv4dfk7vs	20036636	1373293	Originalversion:	3ld1r89f37fn1p9	1373293	20036636	Digitaliserad version:
n603fjz039z30gf	13596270	7617672	Originalversion:	2kc8gjgd1tm26c7	7617672	13596270	Digitaliserad version:
