instance_digital	sameAsIdentifier_digital	localEntityControlNumber_digital	marcDisplayText_digital	instance_physical	sameAsIdentifier_physical	localEntityControlNumber_physical	marcDisplayText_physical
q82jk6f20vf53l5	22548932	29300	Originalversion:	btm6cq6n30mps6k	29300	22548932	Digitaliserad version:
q82jpbl25nj9tcx	22660682	3286615	Originalversion:	h0shjjlt1j4lddp	3286615	22660682	Digitaliserad version:
zh9rnqs93jfnr99	22449159	8496248	Originalversion	xf75dxj840x0l7n	8496248	22449159	Digitaliserad version:
bvn1wf6n257mlbb	19920200	1597286	Originalversion:	j1tgh0lv01lzdll	1597286	19920200	Digitaliserad version:
sb4l87345v5vjdv	22251574	3182962	Originalversion	dwpd9lbq3bbbtpm	3182962	22251574	Digitaliserad version:
2ldtzbcd2vnz019	21815082	2406182	Originalversion:	q71pp5l21n088jv	2406182	21815082	Digitaliserad version:
bvn23ppn396nljb	20871950	2682819	Originalversion	zg8x8m695l2p761	2682819	20871950	Digitaliserad version
k3wckkxw2lgmhx0	22698057	1597496	Originalversion:	j1tgh0tv0pxhvdf	1597496	22698057	Digitaliserad version:
xg8qqbn85v2whgk	22520168	10341053	Originalversion:	fxqq6rsr48rdj07	10341053	22520168	Digitaliserad version:
h1t8d57t4tn3jbs	21798385	17415865	Originalversion:	h1t30trt5cjdmrb	17415865	21798385	Digitaliserad version:
5phzvc4h13367n3	22460985	22417074	Originalversion:	g0s841ms5v7pzz6	22417074	22460985	Digitaliserad version:
7rk10c2k1c0b209	22513067	22415463	Originalversion:	r93kf9534w63nxz	22415463	22513067	Digitaliserad version:
9tmxw0mm1kzrc10	18315919	434423	Originalversion	fxqbztfr33t79jj	434423	18315919	Digitaliserad version
g0stb5ps1nhcm4l	12052734	12052733	Originalversion:	fzrs94nr4xmfbq9	12052733	12052734	Digitaliserad version:
p71bt2k11crwpv9	18739381	1470003	Originalversion	r82pkjf31trz21n	1470003	18739381	Digitaliserad version
wf797m970k4581w	12430867	3019990	Originalversion:	0h90p5vb5c7gzbc	3019990	12430867	Digitaliserad version:
wf7b2t370k0llbm	13921987	13905723	Originalversion:	r936x3w30l0ljtw	13905723	13921987	Digitaliserad version:
4ngtqsgg1nxrckj	19935014	1597204	Originalversion:	s93qr8s40t6tvzd	1597204	19935014	Digitaliserad version:
7rkx2g2k0w53j4h	20139767	1618496	Originalversion:	j1tghs5v5jkvp7q	1618496	20139767	Digitaliserad version:
7rkx3l3k2sfvxf2	20143397	1530972	Originalversion:	2kc0x3gd21twkzr	1530972	20143397	Digitaliserad version:
7rkxwl0k159nn8q	19981307	2514358	Originalversion	l3wkp1mx1j0blk3	2514358	19981307	Digitaliserad version
9tm301mm0cxrb0c	22447819	17507890	Orginalversion:	0jbllrjb1hpw382	17507890	22447819	Digitaliserad version:
q8250pd23jrq8v2	14003402	160479	Originalversion:	zg8t47l908zs9x7	160479	14003402	Digitaliserad version:
q82gj8z21m3dx68	20904212	1624955	Originalversion:	tb4rtbn54fh4wq1	1624955	20904212	Digitaliserad version:
r93kgfh3070zgvb	22446363	17422113	Orginalversion:	r93c8b033jn22l8	17422113	22446363	Digitaliserad version:
xg8mm9082xfwtq0	20008568	1660065	Originalversion:	5ng36z0h3mxgnz4	1660065	20008568	Digitaliserad version:
h1t99tst36kd4bh	22518895	22460235	Originalversion:	5phzvb9h4drh4t7	22460235	22518895	Digitaliserad version:
sb4jlb144096rqt	20904214	1624319	Originalversion:	m4xkm3qz3p68mm2	1624319	20904214	Digitaliserad version:
tc5mm68535bzn16	22518995	22461948	Originalversion:	8sl2zh9l1kt9hcp	22461948	22518995	Digitaliserad version:
wf7lk7275k0rhdg	19980757	1728882	Originalversion:	2kc06dcd2frclr3	1728882	19980757	Digitaliserad version:
bvn313gn14njxzp	21639440	1625193	Originalversion:	r82pr8v314lsxrm	1625193	21639440	Digitaliserad version:
zh9lnnw93wl30jq	18397449	2518312	Originalversion:	dwpch0tq37666dc	2518312	18397449	Digitaliserad version:
r93c02v33k6262d	18035793	11128870	Originalversion:	0jbbqhqb04csf10	11128870	18035793	Digitaliserad version:
4ngxttmg12754rh	22447064	16931113	Orginalversion:	3mfn0hrf4104crb	16931113	22447064	Digitaliserad version:
tc5mnbr5008nrcw	22550045	1644213	Originalversion:	r82prz034r30w4f	1644213	22550045	Digitaliserad version:
zh99fl590gn981z	10916889	9481327	Originalversion:	wd65lc172jh4kxr	9481327	10916889	Digitaliserad version:
bvn45rjn5cv0gcx	22548500	1645057	Originalversion:	wd6tw4270j6jcc1	1645057	22548500	Digitaliserad version:
fzr78x9r37lk6tl	22550003	1664018	Originalversion:	xf7vzv580rbj67z	1664018	22550003	Digitaliserad version:
sb4d24w40hdmcgl	18036694	16307153	Originalversion:	fzrzjqsr05v1mk4	16307153	18036694	Digitaliserad version:
sb4lhh5457vb0f0	22446934	16508203	Orginalversion:	3mfngtvf5q6tchc	16508203	22446934	Digitaliserad version:
0jbspp2b179hkz8	22447570	17154917	Orginalversion:	7rksdxkk1xbrs1x	17154917	22447570	Digitaliserad version:
3mfwstkf4g7l9b0	22447933	13561615	Orginalversion:	h1tx738t40fj136	13561615	22447933	Digitaliserad version:
7rkmzl6k36qcxgw	12745487	3151515	Orginalversion:	5ng5165h3qqb9qv	3151515	12745487	Digitaliserad version:
8sl2zxdl59t6qwp	22446738	17391869	Orginalversion:	m5z7337z1hsb4z7	17391869	22446738	Digitaliserad version:
8sl2zzxl2gd0lxc	22447218	16981010	Orginalversion:	bvnw8kfn1gdq88n	16981010	22447218	Digitaliserad version:
bvn3c00n3974tz1	21906320	3283944	Originalversion:	gzrghdls2n64tvk	3283944	21906320	Digitaliserad version:
cwp521cp32vcv97	22446621	16246761	Orginalversion:	cwpwddmp1t0n2ff	16246761	22446621	Digitaliserad version:
j2vb77tv1htgq19	22447796	17565458	Orginalversion:	xg8jltf84ntg487	17565458	22447796	Digitaliserad version:
k3wc889w0zhd5m5	22447287	16454196	Orginalversion:	vd6d5lm60fqzhhf	16454196	22447287	Digitaliserad version:
n60gcc50020xtp9	22447050	16595252	Orginalversion:	q8296p7208lqz0b	16595252	22447050	Digitaliserad version:
q82dskg22t9pnc6	19507862	3067793	Originalversion	fxqf6cdr0x721ls	3067793	19507862	Digitaliserad version
q82hmdf2413h1rq	21798332	17406178	Originalversion:	l4x62l3x40bvf5c	17406178	21798332	Digitaliserad version:
0jbspp6b3wwdtnk	22447690	17364730	Orginalversion:	0jblfggb5p9k3dq	17364730	22447690	Digitaliserad version:
7rktjz4k176lmtk	18074327	7265818	Originalversion	l3wrk11x2jrz0ll	7265818	18074327	Digitaliserad version
dxq634vq5qqfh7w	22447942	21865168	Orginalversion:	l4xckqjx41lj3dn	21865168	22447942	Digitaliserad version:
h1t9664t54l1rrk	22447195	15996434	Orginalversion:	4ngnvw8g56xmpd3	15996434	22447195	Digitaliserad version:
l4xx3ssx07hx509	10959208	10258253	Originalversion:	fxqq2psr14n0kj2	10258253	10959208	Digitaliserad version:
vd6nkkr634jxs7x	22447416	17151771	Orginalversion:	cwpxjx6p4xf3vlf	17151771	22447416	Digitaliserad version:
5phrfh0h589gl3w	18036465	11611245	Originalversion:	5phjhjvh2q7crts	11611245	18036465	Digitaliserad version:
5phz4ldh5krkld6	22656525	22570978	Originalversion:	l4xdfvrx0qpdw4x	22570978	22656525	Digitaliserad version:
7rk16nfk5v6pr78	22656497	21904814	Originalversion:	4ngw5q4g03vhltf	21904814	22656497	Digitaliserad version:
7rk16zlk15vd0mc	22663847	22618444	Originalversion:	sb4lptq44k718k4	22618444	22663847	Digitaliserad version:
8sl27pjl4gl428d	22656558	22651785	Originalversion:	5phz3f4h3gqkqgh	22651785	22656558	Digitaliserad version:
dxq6c1mq3tbvcr3	22661932	17835406	Originalversion:	6qjs63mj0rxh4c9	17835406	22661932	Digitaliserad version:
dxq6c1nq50r5h6x	22661962	4992341	Originalversion:	1jb358dc0sfkgpb	4992341	22661962	Digitaliserad version:
g0s8f4ts03ml5lm	22662054	1676352	Originalversion:	2kc04g0d139pfwt	1676352	22662054	Digital version:
g0s8f6ss5sdtkfr	22663824	517758	Originalversion:	8rk5wrvl5tdw76t	517758	22663824	Digital version:
g0s8fwms5ppkfm4	22656474	21904727	Originalversion:	7rk08t4k4bcgbqm	21904727	22656474	Digitaliserad version:
h1t9gxmt3rmmfsm	22656445	22518702	Originalversion:	2ldvvd5d4qzh9ns	22518702	22656445	Digitaliserad version:
m5zfl8vz13n6q93	22661939	8602964	Originalversion:	4mfcq29g207r71t	8602964	22661939	Digitaliserad version:
n60gccc0205s199	22447230	17368690	Orginalversion:	0jblflvb1nzh64h	17368690	22447230	Digitaliserad version:
sb4lr71440xj4vh	22656514	22554362	Originalversion:	q82jkdg20qtwhsb	22554362	22656514	Digitaliserad version:
wf7pvb271wn62jb	22656457	21876505	Originalversion:	h1t8h21t41jsx5c	21876505	22656457	Digitaliserad version:
cwp02whp11571v8	18393141	11611664	Originalversion:	4nghgh9g16mrkr4	11611664	18393141	Digitaliserad version:
cwp5c22p25khlp2	22690251	17783322	Orginalversion:	2ldn01md42d1ffw	17783322	22690251	Digitaliserad version:
dxq6334q22pdtbd	22447282	17192137	Orginalversion:	wf7g3zl7341kbgk	17192137	22447282	Digitaliserad version:
g0s8g5xs15wr67q	22690044	17849879	Orginalversion:	m5z7n24z08pnp2k	17849879	22690044	Digitaliserad version:
j2v7bphv2hx8pcg	20111096	2512711	Originalversion:	p60ns2x12vlm425	2512711	20111096	Digitaliserad version:
m4xxtrvz2k390p9	10714439	10229038	Originalversion:	l3ww6rhx5r1kz2w	10229038	10714439	Digitaliserad version:
tc5klll52nnw07b	20883095	20052694	Orginalversion:	sb4hjsw43x3gbb5	20052694	20883095	Digitaliserad version:
zh9rznn904gcchq	22690239	17793222	Orginalversion:	2ldn1dmd37zhmbv	17793222	22690239	Digitaliserad version:
2ldvrqpd569lfjp	22446282	17400133	Orginalversion:	3mfpkvwf2r5vzcr	17400133	22446282	Digitaliserad version:
3mfwsr0f2fq69tg	22446523	17274483	Orginalversion:	r93b2vz32pwdz7t	17274483	22446523	Digitaliserad version:
8sl2zx8l4vnpc9j	22446618	16013724	Orginalversion:	g0s07wss5c19m7m	16013724	22446618	Digitaliserad version:
g0s8g58s17gsnd9	22690344	17877659	Orginalversion:	m5z7p30z3cs6wvl	17877659	22690344	Digitaliserad version:
h1t965ht2znxbnx	22446625	16258421	Orginalversion:	1kck3h8c5ljswq5	16258421	22446625	Digitaliserad version:
sb4lshr40jnn6mp	22690474	17888344	Orginalversion:	sb4dvm240wpn5md	17888344	22690474	Digitaliserad version:
zh9rznj9179g4bw	22690119	17756416	Orginalversion:	6qjs35vj202nxvp	17756416	22690119	Digitaliserad version:
0jbf4glb43r05ng	13881850	8210356	Originalversion	6phdbl4j3chndgw	8210356	13881850	Digitaliserad version
2ldvrq2d16b6rt2	22446612	15158982	Orginalversion:	2ldkrtpd0wvsjs5	15158982	22446612	Digitaliserad version:
p71hpfc13hx4w2t	22691101	18016630	Orginalversion:	0jbl7lsb3b4z97c	18016630	22691101	Digitaliserad version:
3mfsjl3f44jhrww	19796113	3100511	Originalversion	1jb1t6cc4vp6cj2	3100511	19796113	Digitaliserad version
r93knqv30bqt8dg	22616793	1645332	Originalversion	2kc02bjd1577zm1	1645332	22616793	Digitaliserad version
9tm0sbvm3t01m99	19864129	1637709	Originalversion:	zg8wzxz939zrxsm	1637709	19864129	Digitaliserad version:
g0s8g44s0qdvldz	22689324	17526282	Orginalversion:	2ldnph1d2sqp25l	17526282	22689324	Digitaliserad version:
7rkpskwk4073zvl	14229317	3619814	Originalversion:	4mf5ljgg5jsv9q8	3619814	14229317	Digitaliserad version:
g0sw4gvs4gnp2xw	13518084	1183925	Originalversion	tb4r80m51k8m22b	1183925	13518084	Digitaliserad version
zh9fh7592nt1g01	14227989	7267289	Originalversion:	m4xsl3pz2j6rvl8	7267289	14227989	Digitaliserad version:
2ldhs7fd5hdj9m4	13576542	511148	Originalversion	xf7tj5684kb2c6g	511148	13576542	Digitaliserad version
3mfwss0f4v4l82q	22447423	16259148	Orginalversion:	8slsbr9l2b96r7w	16259148	22447423	Digitaliserad version:
p714ftw153pmkg6	13576381	1428761	Originalversion	1jbzr8vc552ggc0	1428761	13576381	Digitaliserad version
xg8qxr082z550mh	22694168	21620128	Originalversion	l4xc8n8x10fsk8b	21620128	22694168	Digitaliserad version
fzr7f45r03p4lgz	22690283	17794670	Orginalversion:	bvnx9phn31b77qg	17794670	22690283	Digitaliserad version:
vd6h4cx631b414x	18851166	1619740	Originalversion:	0h9xz91b0j6b9rl	1619740	18851166	Digitaliserad version:
zh9kz7294zrzjm5	17845899	10636655	Orginalversion	tb44x3n50wt6gfd	10636655	17845899	Digitaliserad version
dxq69fnq0pzf5vx	22618762	22618611	Originalversion	cwp58dgp4lb0s4q	22618611	22618762	Digitaliserad version
sb4jjmv43wgsgcs	20858164	1619250	Originalversion:	n5zlmz5005zld8l	1619250	20858164	Digitaliserad version:
tc59c3h54bqk9x2	14227505	212540	Originalversion:	btm6kjsn4dwt2zj	212540	14227505	Digitaliserad version:
0jbstkdb55wmp29	22551370	1482335	Originalversion:	tb4rm26547chldh	1482335	22551370	Digitaliserad version:
5phzmd2h3fhfgsx	22272825	1624494	Originalversion:	gzrdgxrs0dk2jr6	1624494	22272825	Digitaliserad version:
j2vwz0pv2tgtwtj	11695376	2516017	Originalversion:	wd6v0ds70ntwbqb	2516017	11695376	Digitaliserad version:
h1t791pt4ds9jh4	20904205	1627827	Originalversion:	k2vhk5kw2mn791t	1627827	20904205	Digitaliserad version:
6qj0ww9j3c2gj1m	22447606	16530650	Orginalversion:	bvnwqw1n3h05m09	16530650	22447606	Digitaliserad version:
fzr73kxr1c8fldb	22431773	2706201	Originalversion	cvncpwkp3lnnc95	2706201	22431773	Digitaliserad version
n60gccz016xr5qn	22447770	17597222	Orginalversion:	q82bfsj21spkngv	17597222	22447770	Digitaliserad version:
1kctqsvc4dd3xjv	22449161	8550291	Originalversion	cvnlwc0p1n413zp	8550291	22449161	Digitaliserad version:
4ngxtwzg4rch6g9	22449164	3216336	Originalversion	vc5vt9w65661nq3	3216336	22449164	Digitaliserad version:
5phtc9nh3lsfffz	19623765	7415744	Originalversion:	4mf9835g2nn6clj	7415744	19623765	Digitaliserad version:
tc5mjh455mthz9t	22446875	16259491	Orginalversion:	p717r741413fxhk	16259491	22446875	Digitaliserad version:
zh9rnnm9041l0hb	22447209	16835084	Orginalversion:	4ngpwz3g3rzlmvh	16835084	22447209	Digitaliserad version:
7rkxd6zk5s883n1	20402477	1627765	Originalversion:	h0sfh3ft5k9lmg6	1627765	20402477	Digitaliserad version:
k3wb4wzw5rr4sh4	21519087	1627738	Originalversion:	l3wjl6hx5jshvm4	1627738	21519087	Digitaliserad version:
k3wc88mw132x6kj	22447587	17208281	Orginalversion:	1kcl8pnc29l6h1h	17208281	22447587	Digitaliserad version:
m5zzx3fz4vbw0zg	11587049	527712	Originalversion :	2kczpxqd1d4n5bw	527712	11587049	Digitaliserad version:
3mfwv6hf35h9q2w	22511773	2417448	Originalversion:	8rk774ml338950b	2417448	22511773	Digitaliserad version:
fzr41mrr02cx8cx	19949423	1598610	Originalversion:	n5zlm6702b455q0	1598610	19949423	Digitaliserad version:
j2v74psv0djpcv8	19949366	1599197	Originalversion:	7qj56rfk38lplmk	1599197	19949366	Digitaliserad version:
n60gcc9013tbvnq	22447170	17152108	Orginalversion:	l4x5r5sx5n2mz66	17152108	22447170	Digitaliserad version:
tc5mjjq50ddq6d4	22447415	16973417	Orginalversion:	7rks56wk5jnh3dp	16973417	22447415	Digitaliserad version:
1kctqqsc07f6x53	22447301	17347630	Orginalversion:	0jbldtgb3bhbs8w	17347630	22447301	Digitaliserad version:
3mfwv6lf3gzp4hk	22511863	2733605	Originalversion:	tb4t6dh55fxffrv	2733605	22511863	Digitaliserad version:
7rk10bqk3n3d8xv	22511867	3088144	Originalversion:	s93slhd45594dgh	3088144	22511867	Digitaliserad version:
8sl21b6l0x3mmrc	22511358	528284	Originalversion:	4mf1r0fg22tdlbq	528284	22511358	Digitaliserad version:
cwp54gvp2jmftbg	22511871	2418752	Originalversion:	q71ppmk20th8bb2	2418752	22511871	Digitaliserad version:
j2vb9m0v50pm206	22511846	2416265	Originalversion:	tb4ssmw52qm14j6	2416265	22511846	Digitaliserad version:
k3wcbn2w32rvp7f	22511877	1180412	Originalversion:	q71n5rm25dgnd79	1180412	22511877	Digitaliserad version:
l4x6vxqx3xf6n2h	18036748	17976512	Originalversion:	q82bwtz20d0xhxc	17976512	18036748	Digitaliserad version:
n60gfr603n5v7nc	22511880	2427513	Originalversion:	r82qq0b3108mxdx	2427513	22511880	Digitaliserad version:
p71hgs715bkzfhc	22511881	2515239	Originalversion:	zg8x2f0950v8q4c	2515239	22511881	Digitaliserad version:
r93kgg233z30zgq	22447773	17525210	Orginalversion:	bvnxzq3n20k5b71	17525210	22447773	Digitaliserad version:
vd6k6v963jcpc2c	19728096	14804552	Orginalversion	q8260ck23gn76z2	14804552	19728096	Digitaliserad version
0jbqph4b0bztgjc	20822230	1614720	Originalversion	n5zlms4043rmwbm	1614720	20822230	Digitaliserad version
7rkwjcmk1m16v13	19704677	2413655	Originalversion:	tb4ssj052grwgnc	2413655	19704677	Digitaliserad version:
n60fkbn02gwmw0x	21798600	17412528	Originalversion:	8slvqhtl2bj2h3p	17412528	21798600	Digitaliserad version:
r93jnfm31fc11ns	21798483	17855603	Originalversion:	fzr1g29r53bnczs	17855603	21798483	Digitaliserad version:
0jbstggb4ghz0sw	22548730	112987	Originalversion:	wd6r1dr72vvh7zt	112987	22548730	Digitaliserad version:
2ldvwjnd2lkm4sd	22548852	1609578	Originalversion:	8rk6760l08k1pjw	1609578	22548852	Digitaliserad version:
2ldvwkwd5725mkm	22549962	1368500	Originalversion:	btm80b6n0zhmbnx	1368500	22549962	Digitaliserad version:
3mfwxlpf45373f0	22549753	1610939	Originalversion:	m4xkllvz1znc38r	1610939	22549753	Digitaliserad version:
4ngxzl6g0pv455q	22549274	1610941	Originalversion:	p60mnnz10jhbgq2	1610941	22549274	Digitaliserad version:
6qj01mgj2w837rs	22548556	2075693	Originalversion:	fxqdzm2r0jprpls	2075693	22548556	Digitaliserad version:
6qj01nrj1b19jnv	22548826	498628	Originalversion:	l3wh6dxx0fpb4rk	498628	22548826	Digitaliserad version:
7rk12ngk1ldh82w	22548527	1259953	Originalversion:	3ld1m2cf5lcsv07	1259953	22548527	Digitaliserad version:
7rk12pbk4l5nfmd	22549307	325388	Originalversion:	xf7tb9s82q9zh4b	325388	22549307	Digitaliserad version:
7rk12psk1shpmq4	22548827	1662877	Originalversion:	wd6txsv74p1t14j	1662877	22548827	Digitaliserad version:
7rk12qtk4342495	22549757	2695732	Originalversion:	dwpcpkzq5t0547z	2695732	22549757	Digitaliserad version:
8sl23phl4x5cvx6	22548528	1796493	Originalversion:	r82pzm633jvzk1b	1796493	22548528	Digitaliserad version:
8sl23qtl53g0pnk	22548828	498635	Originalversion:	tb4qfm652ncttdw	498635	22548828	Digitaliserad version:
8sl23rvl0s2tv14	22549758	1664222	Originalversion:	q71nrp625cb3kbx	1664222	22549758	Digitaliserad version:
9tm34qhm1jpvwvd	22548499	1578632	Originalversion:	q71nnj3204k2x7f	1578632	22548499	Digitaliserad version:
bvn45rln49w6kdd	22548560	829837	Originalversion:	wd6swz870wsww1n	829837	22548560	Digitaliserad version:
bvn45txn04v9wc5	22549760	1610945	Originalversion:	tb4rss350cdc3ct	1610945	22549760	Digitaliserad version:
cwp56txp4chrmt6	22548831	1298172	Originalversion:	2kc0ngsd4jcd0mf	1298172	22548831	Digitaliserad version:
dxq67vqq15x1d7h	22548622	1318335	Originalversion:	5ng3r99h4kh1xdv	1318335	22548622	Digitaliserad version:
fzr78w5r43crgp2	22548983	11458	Originalversion:	l3wglbmx2qmtbmq	11458	22548983	Digitaliserad version:
g0s89xzs3pqc342	22548774	157093	Originalversion:	3ldz87zf407rq50	157093	22548774	Digitaliserad version:
k3wcd23w4r18j4g	22549707	491612	Originalversion:	q71mb8923s11vgj	491612	22549707	Digitaliserad version:
l4xdf1rx3wgll7l	22548478	502055	Originalversion:	tb4qfq0538xxsx3	502055	22548478	Digitaliserad version:
l4xdf25x4km9hr6	22548838	1612002	Originalversion:	2kc013hd1srbjb8	1612002	22548838	Digitaliserad version:
l4xdf3vx1s9d3mk	22550368	10716621	Originalversion:	cvnnkl1p4sw6xsk	10716621	22550368	Digitaliserad version:
m5zfg2tz3cxthlb	22548509	864266	Originalversion:	j1tflv4v0wrv4gb	864266	22548509	Digitaliserad version:
m5zfg36z41qttc4	22548839	1526946	Originalversion:	vc5sqqs62hslz7t	1526946	22548839	Digitaliserad version:
p71hj5q1081pktk	22549231	1596973	Originalversion:	3ld12ktf1h1zhd6	1596973	22549231	Digitaliserad version:
p71hj5s15jk8ccw	22549291	2417739	Originalversion:	zg8xxtn94bjrc4l	2417739	22549291	Digitaliserad version:
p71hj6911hmqx1t	22549741	2765808	Originalversion:	8rk8n1pl2nmp66h	2765808	22549741	Digitaliserad version:
p71hj6b12dht8p6	22549771	2394304	Originalversion:	s93rqsg44rsdw35	2394304	22549771	Digitaliserad version:
q82jk5w22rcsg40	22548452	1227189	Originalversion:	zg8wgqt95qwbpsm	1227189	22548452	Digitaliserad version:
q82jk6q2483fgms	22549202	365220	Originalversion:	n5zk3hs02q96m45	365220	22549202	Digitaliserad version:
q82jk6r23c768mr	22549232	2668897	Originalversion:	wd6v52n708nx07k	2668897	22549232	Digitaliserad version:
r93kl6z348n9vgr	22548483	433929	Originalversion:	zg8vhcf95k6dp28	433929	22548483	Digitaliserad version:
r93kl7b3284qr6q	22548813	10081226	Originalversion:	j1ttz76v4j6mjxg	10081226	22548813	Digitaliserad version:
sb4lm88452btf7f	22548724	786443	Originalversion:	fxqbdvkr35xr1ms	786443	22548724	Digitaliserad version:
sb4lm8943d3vdn4	22548754	2438603	Originalversion:	fxqdf29r1z0xz5s	2438603	22548754	Digitaliserad version:
tc5mn805597z4g7	22548455	10047500	Originalversion:	btmmqrjn5rtc9zh	10047500	22548455	Digitaliserad version:
vd6np9360kzb9ng	22548516	8417614	Originalversion:	s9315v141x3gjbd	8417614	22548516	Digitaliserad version:
vd6npbd64l8p8v9	22548786	2531897	Originalversion:	7qj6bbrk1g3gdqm	2531897	22548786	Digitaliserad version:
wf7pqc573vnsr91	22549447	2703829	Originalversion:	9sl9mrvm3kjn04m	2703829	22549447	Digitaliserad version:
wf7pqc970q3lhh4	22548667	9500821	Originalversion:	p60zdwh14lc1vcd	9500821	22548667	Digitaliserad version:
xg8qrd581kgzd3z	22549418	2142391	Originalversion:	p60nbcg155wrtb3	2142391	22549418	Digitaliserad version:
xg8qrfj81cdjkwp	22549748	1333693	Originalversion:	3ld1qs9f2x4l967	1333693	22549748	Digitaliserad version:
zh9rsd495h2jhv0	22548459	9976369	Originalversion:	9slkl3gm1rtrcxv	9976369	22548459	Digitaliserad version:
zh9rsf0903qlzb9	22549239	1919146	Originalversion:	6ph5klwj083mh2v	1919146	22549239	Digitaliserad version:
0jbstg5b0021851	22549360	53662	Originalversion:	dwp8fpbq54tthkq	53662	22549360	Digitaliserad version:
7rk1xx1k4lfnkpp	22447337	16773791	Orginalversion:	1kclqlwc5bkt3lp	16773791	22447337	Digitaliserad version:
m5z1bxlz1x8l6dm	12743699	1203680	Orginalversion:	btm8s72n2mk5fww	1203680	12743699	Digitaliserad version:
vd6nkjr61461r4j	22446516	17226083	Orginalversion:	fzr0prtr0f917l8	17226083	22446516	Digitaliserad version:
1kcnvnnc21p3tcs	18503381	2515753	Originalversion:	3ld26lpf2fpc2qn	2515753	18503381	Digitaliserad version:
3mfwssmf185fpdk	22447093	16923406	Orginalversion:	6qjr299j20fphxb	16923406	22447093	Digitaliserad version:
9tm304bm2tlbm8k	22451149	1601830	Originalversion:	0h9xzm4b3xj9s05	1601830	22451149	Digitaliserad version:
dxq103qq5q7hl4k	18315922	2409402	Originalversion	2kc11mhd53bql0r	2409402	18315922	Digitaliserad version
g0s855ks2b22prq	22447614	17195972	Orginalversion:	q829xxp20c128t1	17195972	22447614	Digitaliserad version:
g0sw563s3p0qsv6	13538094	1458085	Originalversion	h0sf9twt4q9c3c2	1458085	13538094	Digitaliserad version
h1t966dt0sp50t0	22447435	16894913	Orginalversion:	fzr08hvr0j4bb4q	16894913	22447435	Digitaliserad version:
m5zfb9mz344fstk	22446629	16222577	Orginalversion:	7rkr7dmk4b2ztfn	16222577	22446629	Digitaliserad version:
sb4kphf43hvdnjg	21799174	491234	Originalversion:	4mf1qm8g2rtvl3f	491234	21799174	Digitaliserad version:
tc5mjnz50vg0dwh	22451225	1601544	Originalversion:	gzrdf38s5df4132	1601544	22451225	Digitaliserad version:
xg8lszm84rwgtv4	19351238	2889251	Originalversion:	1jb1lcmc2rrw1fq	2889251	19351238	Digitaliserad version:
0jbl8bzb075dc3p	18036580	11789695	Originalversion:	h1tv1ggt4k1ct4x	11789695	18036580	Digitaliserad version:
2ldvrq8d5t584m9	22446792	16787673	Orginalversion:	r93bgt233ds5xkj	16787673	22446792	Digitaliserad version:
8sl2zxkl0bg6rq1	22446888	16981572	Orginalversion:	2ldm0bsd5tw3lzh	16981572	22446888	Digitaliserad version:
j2vbj6rv51bwrw3	22689836	17621239	Orginalversion:	9tmw18rm0gxhs72	17621239	22689836	Digitaliserad version:
xg8qmlg800n84cn	22446188	17507042	Orginalversion:	q82bbgb20j7zxq3	17507042	22446188	Digitaliserad version:
xg8qmmp83qlc4r9	22447298	16786596	Orginalversion:	vd6fkwz64f6l4nm	16786596	22447298	Digitaliserad version:
0jbs0n1b2qh4pvt	22689640	17578820	Orginalversion:	bvnx1qnn1q4p2gr	17578820	22689640	Digitaliserad version:
0jbspnjb0j12zlf	22446190	17455553	Orginalversion:	fzr1z8sr4xcnmv5	17455553	22446190	Digitaliserad version:
2ldvrr0d5dwdswt	22447452	16923287	Orginalversion:	7rks3b6k5ffxtql	16923287	22447452	Digitaliserad version:
4ngjvgmg175n737	12744164	1627264	Orginalversion:	s93qsd6430tbtk9	1627264	12744164	Digitaliserad version:
bvn411cn02wl0h6	22447550	17209845	Orginalversion:	5phqdwjh2s9r1m9	17209845	22447550	Digitaliserad version:
q82jfdq211k3f5w	22446602	17264311	Orginalversion:	p7180fl12l685z5	17264311	22446602	Digitaliserad version:
sb4lhgs44hwb5gj	22446604	17265597	Orginalversion:	k3w4vbvw5fgp1s9	17265597	22446604	Digitaliserad version:
4ngt2q0g3fw82gc	20203694	1621518	Originalversion:	8rk68m8l5890cj2	1621518	20203694	Digitaliserad version:
m5zc9cbz1p9zc1d	20801159	1598613	Originalversion:	r82pq9b35sdgpcd	1598613	20801159	Digitaliserad version:
wf7plkk722vtmlt	22446307	17409877	Orginalversion:	wf7hc1j72dpxp9w	17409877	22446307	Digitaliserad version:
1kctqq9c2kss5q8	22447751	17600426	Orginalversion:	j2v47qvv22rrszz	17600426	22447751	Digitaliserad version:
4ngxttkg2rgjgj7	22447004	16454702	Orginalversion:	q8281h224fsjhj5	16454702	22447004	Digitaliserad version:
5pht80ph1dpr8bd	19534695	2493864	Originalversion	gzrfj4qs078x29r	2493864	19534695	Digitaliserad version
5phzvvhh3pk5xw0	22446915	17415691	Orginalversion:	p71961s128q67f2	17415691	22446915	Digitaliserad version:
6qj0wvqj5tl7gz2	22446196	17407703	Orginalversion:	fzr1wgmr4n3xn57	17407703	22446196	Digitaliserad version:
9tm300hm4tq4613	22447699	17221229	Orginalversion:	m5z6vrmz3gc9l1z	17221229	22447699	Digitaliserad version:
