bibid dubblett radera	bibid korrekt post	SPI NR	PostNR
v6bt53bsshdb7nvf	3205711	(SPI)589760	34173
v6bt53bvswjx4w0j	21075750	(SPI)589755	34175
htzgsqzkf1sc06ln	19836122	(SPI)589694	34177
z9fx86f2wm35g6nv	20836451	(SPI)589690	34179
frwdqnwlcf7kz1tr	14863212	(SPI)589680	34181
mz3lxv3dk7r043fk	12633667	(SPI)589597	34199
x8dw75dsv43hxdtm	18737950	(SPI)589569	34203
htzgsq0ffvtkg0k9	20792421	(SPI)589551	34205
6jn5hfp64c02npnk	x854l7l0vxll481r	(SPI)589532	34207
s48r319xqwfw34w5	2077038	(SPI)589506	34213
9mr8ljsh7phg88hl	22655186	(SPI)589477	34215
n04mzw55l08q1662	21864890	(SPI)589376	34227
7kp6jgqs55wfpz45	2009874	(SPI)589311	34229
w7cv64drt9kws4v9	19989965	(SPI)589129	34241
0bgz97j2x3tmg7cv	20057639	(SPI)589085	34249
9mr8ljtt7vbr41rx	20166701	(SPI)589018	34267
kw1jvs3ch6fwz6ht	13587544	(SPI)588959	34277
n04mzw7pl560hkr7	13758795	(SPI)588941	34285
7kp6jgsb52rp6lws	16335666	(SPI)588940	34287
z9fx86j8wptr17zf	12129751	(SPI)588921	34295
6jn5hfrr4pjn96tq	8130126	(SPI)588886	34305
p15n0x89mfpwmlv8	10193109	(SPI)588879	34307
5hm4gdqx3sdm5dwp	10194796	(SPI)588864	34313
9mr8ljv57r3x8wl9	jtnkh497gscn7dcv	(SPI)588841	34317
t59s42dqr0whnpq0	21608304	(SPI)588834	34319
p15n0x92mqk701tp	13925311	(SPI)588795	34335
8lq7khvs6vzgx0bp	18407674	(SPI)588751	34341
z9fx86klw6xvqbs7	12282228	(SPI)588747	34345
mz3lxv7gk0kkmzg5	19790589	(SPI)588733	34351
mz3lxv8lkr99l3q3	12280998	(SPI)588671	34355
w7cv64j3t8xd6bnz	mxqqnsp5kp8vxw12	(SPI)588532	34363
bns9mkzq8c0w44v7	6h8pmf3l4ft8v8p1	(SPI)588508	34369
n04mzw95lspj2jhg	1797857	(SPI)588467	34373
5hm4gdsq3jmb2gs1	x70f1p82vwqdgw6h	(SPI)588464	34375
7kp6jgv05mk649q8	19789382	(SPI)588428	34383
jv0htr5dgtwt5z8v	2819624	(SPI)588396	34387
x8dw75ktvv96dsfp	19978505	(SPI)588378	34389
lx2kwt8wj43d1vwz	19977910	(SPI)588268	34401
3fk2dbrg1311fd4z	16250316	(SPI)588256	34403
n04mzwb8l6bvltpd	20006906	(SPI)588126	34413
p15n0xcdm41r888n	10384999	(SPI)588103	34417
z9fx86mqwdqs7bxr	11730996	(SPI)588049	34419
n04mzwcplnjhf6p3	19977855	(SPI)587997	34427
8lq7khzc6npt05bg	698693	(SPI)587977	34429
frwdqn4mcm2q1l1h	11730866	(SPI)587938	34433
gsxfrp5rdtj1k4t4	11729857	(SPI)587928	34437
z9fx86n9wg43m4sx	11378440	(SPI)587925	34439
gsxfrp5vdg4x5wx1	gr0zmnp0dlwm0lcq	(SPI)587918	34441
1ch0b8qgzqm36h3q	11630960	(SPI)587916	34443
kw1jvs82hm272d2c	17564857	(SPI)587902	34445
jv0htr73gpw7r088	17383888	(SPI)587899	34447
2dj1c9rp0sw5v3cl	13505428	(SPI)587857	34449
mz3lxvb9kcc3znff	17564485	(SPI)587856	34451
3fk2dbst1k93ss4x	620642	(SPI)587819	34453
p15n0xdkm2fbqf5k	16520798	(SPI)587780	34459
s48r31jvqbcsrhv5	17563476	(SPI)587582	34467
9mr8lj1j7zsskk8s	19772481	(SPI)587570	34471
9mr8lj1m7lz6nnh7	19793604	(SPI)587568	34475
r37q20h7ppt20nhb	2532412	(SPI)587561	34481
x8dw75pzv1m37cs9	19748731	(SPI)587268	34503
5hm4gdxh3kr8jdgc	11769971	(SPI)587202	34513
jv0htr9zgp301cmt	19750599	(SPI)587190	34517
x8dw75plvrc1qmv1	12301731	(SPI)587147	34527
p15n0xgfmzp3qkq9	12280133	(SPI)587134	34529
6jn5hfz04krqx373	2598683	(SPI)587133	34531
4gl3fcx52kjh0vg6	19750309	(SPI)587097	34537
htzgsq9tfgfstbmk	22038623	(SPI)587032	34549
cptbnl5w9ggmjs4t	17385326	(SPI)586877	34557
n04mzwg9lq99nmnq	17385139	(SPI)586861	34561
6jn5hf0w4h9ht876	17385002	(SPI)586851	34563
r37q20khp96sg3mp	bl2vk60x8nxbz30b	(SPI)586850	34565
9mr8lj337dq3btlr	19358137	(SPI)586827	34567
4gl3fczf23tr9c3r	10169183	(SPI)586519	34585
jv0htrc2gdl41f2b	791599	(SPI)586415	34595
z9fx86sjwt7c66b3	17381822	(SPI)586410	34597
w7cv64qktc3rnqln	4dxbj7zp2d1vbd2c	(SPI)586381	34601
4gl3fc0s2k7bvqvz	11888241	(SPI)586169	34637
5hm4gd293hn2z6r0	19663982	(SPI)585953	34655
htzgsqdvf2vxsbzc	r1g8qmkqpsd757jv	(SPI)585880	34665
1ch0b8xfz3p1ds5b	t3jdjrd5rnfff0h4	(SPI)585879	34667
s48r31pdq6zn6wx3	2504149	(SPI)585873	34673
cptbnl819n5lrc9z	10932369	(SPI)585872	34675
frwdqnb6ctw6q2lj	2237574	(SPI)585866	34679
7kp6jg445gs35jwp	10668876	(SPI)585798	34683
6jn5hg464hvmt19h	4dt8cs8x251sbntw	(SPI)585768	34687
5hm4gf3831hknd2c	17256325	(SPI)585757	34691
p15n0zmtmvc8xwzs	11632018	(SPI)585754	34693
2dj1cb0b08g209r6	469179	(SPI)585672	34697
cptbnm9r9qp1qjv5	19223355	(SPI)585535	34703
v6bt54s9sd2x2h9c	11612974	(SPI)585533	34705
frwdqpcxcz3b23z0	11462719	(SPI)585527	34707
q26p10nfnt02w14l	nx1lzsr2ltv0fdhn	(SPI)585495	34715
8lq7kj6467qw09d1	2216899	(SPI)585472	34721
n04mzxmml550jg22	503257	(SPI)585462	34725
htzgsrgtfvsjdz5m	s2gv3vlxq01mzm8f	(SPI)585383	34739
2dj1cb1g0xjzhb6z	20017739	(SPI)585377	34741
3fk2dc2r140pqk67	19678365	(SPI)585339	34751
htzgsrhmfdx8fbbg	17214194	(SPI)585261	34767
htzgsrhrfv23drtj	19676825	(SPI)585230	34771
7kp6jh7k5slhmt4b	10929610	(SPI)585131	34773
v6bt54v7sql4gpd6	17213822	(SPI)585130	34775
jv0htsjzg0zlvwmv	17213811	(SPI)585129	34777
q26p10qmnfzhzww7	3276384	(SPI)584965	34793
jv0htskhg6mrkr8s	16691758	(SPI)584950	34795
mz3lxwnrkvtp8pk0	17213679	(SPI)584893	34801
frwdqpgmcjh91mqj	9426845	(SPI)584889	34803
cptbnmdm96cg618q	11890861	(SPI)584865	34805
cptbnmdq9dsnfw0n	12031816	(SPI)584855	34809
n04mzxp5llc1kcns	19664164	(SPI)584853	34813
4gl3fd5x20x12xxf	21520249	(SPI)584812	34821
mz3lxwplk74jwknz	kvh47x4xhgvggvpp	(SPI)584783	34827
dqvcpngfbp0lwwlx	9356902	(SPI)584767	34829
v6bt54x2s7f182pm	17209871	(SPI)584735	34835
kw1jvtmthlcghmlt	645477	(SPI)584734	34837
9mr8lkc37nkrm9t1	12059002	(SPI)584618	34853
0bgz982txpr4flbk	11634601	(SPI)584593	34855
z9fx8721w56clh5z	11989775	(SPI)584519	34863
cptbnmgk9g8cldw9	2077679	(SPI)584486	34867
bns9mlfr87dcmh8x	19790466	(SPI)584450	34875
4gl3fd7m2t08w6lg	17201999	(SPI)584447	34877
4gl3fd7r2mnc0w5z	2055077	(SPI)584387	34881
v6bt54zjs9x0qklf	17200973	(SPI)584380	34883
q26p10tlnlp9j91j	17200047	(SPI)584360	34889
p15n0ztmmbt4n574	608066	(SPI)584239	34891
jv0htsnjg7v48nhn	3616852	(SPI)584232	34893
bns9mlgd8pdb54gt	17195327	(SPI)584200	34895
0bgz9845xz6f7pff	21506767	(SPI)584138	34899
kw1jvtp1hlxdckz3	21506644	(SPI)584111	34907
2dj1cb700b3dtksv	9641664	(SPI)583912	34921
0bgz9856xs1xk5f5	17194196	(SPI)583685	34931
t59s4303r0hqqg5h	12503686	(SPI)583673	34933
dqvcpnksbb945vvm	22252	(SPI)583655	34937
0bgz985sxn5sc30m	17191715	(SPI)583581	34949
8lq7kjf566dn7qw5	17191511	(SPI)583570	34951
x8dw7650v0bnsxvr	667783	(SPI)583403	34981
frwdqpnmck7mpw5z	646957	(SPI)583397	34985
2dj1cb9d02dvwcwx	19472874	(SPI)583389	34989
1ch0b98kz233l6hz	14852975	(SPI)583306	34997
gsxfrqqndbqhm63m	14950688	(SPI)582910	35019
bns9mllp8z58cx27	12187005	(SPI)582895	35023
p15n0zzkm6w2gshg	9167663	(SPI)582726	35039
4gl3fdf42s1ml049	22699071	(SPI)582708	35043
lx2kwvwtjdbhqnqz	512826	(SPI)582617	35051
n04mzxz1l2s4kjq0	4fwb11kj2n221887	(SPI)582510	35055
3fk2dcdk1slzlgt2	17091886	(SPI)582476	35057
r37q212lpn19l2r8	10929607	(SPI)582287	35069
mz3lxwxjkwc2pssz	856082	(SPI)582252	35071
htzgsrtgf5x65rgh	17088663	(SPI)582191	35073
r37q213zpbchhlg5	10951187	(SPI)582176	35081
dqvcpnqvbgbhwsq7	10929451	(SPI)582122	35089
lx2kwvx6jd8zh5n7	8181598	(SPI)582107	35093
kw1jvtwchfd1fbtj	8884738	(SPI)581943	35099
gsxfrqtrd2cfc8dw	10925567	(SPI)581895	35113
1ch0b9dgzms1q3gk	12228001	(SPI)581889	35117
r37q214kp859xxkv	16834477	(SPI)581877	35127
lx2kwvzgjw8m30xz	16834072	(SPI)581875	35129
frwdqptccjd9j083	16834048	(SPI)581872	35131
5hm4gfk73swmls8z	09gzmv6vxq2pkswr	(SPI)581870	35135
9mr8lkpf7z4k6dp3	16833992	(SPI)581866	35137
kw1jvtzth9szgdbl	16833982	(SPI)581843	35141
cptbnmr39mbqmvlj	16833140	(SPI)581700	35157
7kp6jhn65p79z7pv	795975	(SPI)581667	35163
v6bt5492s4bc7tp3	19977644	(SPI)581622	35171
9mr8lkqr7hd2fr2l	21618432	(SPI)581314	35179
p15n0z5nm5whwsqp	kvz73b7hhv63dbcl	(SPI)581259	35195
v6bt54bfslbk7rc5	11098459	(SPI)581095	35215
7kp6jhpx56pm8td2	mxlp7sjskdm5ntr2	(SPI)581086	35219
cptbnmt89cthpvbk	11098186	(SPI)581062	35225
6jn5hgp54hr4kbjh	11005003	(SPI)581058	35227
2dj1cbk706kzxkss	kt1pk2k1hsh35rgd	(SPI)581015	35233
jv0hts1wg16d2gt2	7hp7n1w254zg1c11	(SPI)581005	35239
3fk2dclv18323t1s	19671757	(SPI)580802	35251
v6bt54cnss8rdvpf	mw4kzpmbkkgjn9md	(SPI)580756	35253
q26p108rntzqlj5b	16583219	(SPI)580641	35261
kw1jvt4whbjcn90s	10332389	(SPI)580336	35305
4gl3fdpj2c7f04bp	11075716	(SPI)580333	35307
q26p1095nkr0n1z0	11075478	(SPI)580332	35309
0bgz98kjxj939wjm	10322730	(SPI)580325	35313
t59s43frrszlvt3d	17596942	(SPI)580292	35323
0bgz98l8xjkt6cr9	16555591	(SPI)579969	35335
bns9mlxq8jc1lttr	6gq6gr924c4xsgrv	(SPI)579962	35339
frwdqp3lcqk3hsqw	11774506	(SPI)579535	35395
7kp6jhwg5w12v8kg	630854	(SPI)579533	35397
3fk2dcrd16snx08j	10287877	(SPI)579468	35399
z9fx87mnwxnn36br	3cbp802d1jrr8b8n	(SPI)579372	35413
n04mzxbflf6p93s9	16532593	(SPI)579371	35415
z9fx87nsw0b7bm1q	729012	(SPI)579158	35453
2dj1cbs10hn0d882	v4f9qk3vs413h43m	(SPI)579154	35457
mz3lxwcmkghw8l22	22545961	(SPI)579043	35459
7kp6jhzv51dd0z3p	12315999	(SPI)578952	35481
0bgz98qqxfr3l711	19788613	(SPI)578834	35485
z9fx87q1w448mz6c	16532373	(SPI)578715	35495
2dj1cbv80swntcbj	14700790	(SPI)578263	35527
1ch0b9t8zjql3b9m	16531664	(SPI)578244	35529
bns9ml4p8f7w7lth	s2v6tbcmq7bjqmn0	(SPI)578185	35533
1ch0b9tfzk0wbhx9	835790	(SPI)578184	35535
mz3lxwf5knrn2l0w	16531433	(SPI)578163	35539
3fk2dcwr1b3j8p4v	19135280	(SPI)578124	35543
x8dw76qmv8lbs7vt	gqv4cjg0dsktc0xj	(SPI)578123	35545
bns9ml4685hxksc3	22544184	(SPI)578027	35551
t59s43n0r2xwgbj9	2261818	(SPI)577921	35563
gsxfrq9pd22www2j	22485722	(SPI)577919	35565
5hm4gf0g3fd39547	16517484	(SPI)577846	35567
2dj1cbwv0w8qnn6m	lv09jc5gjxf75f4g	(SPI)577752	35583
q26p10lnn0zbtkt1	2142511	(SPI)577710	35589
bns9ml6b8xrjksrp	2142530	(SPI)577709	35591
p15n0zkrmfm29t68	20893184	(SPI)577706	35593
bns9ml6g8c3jf31d	gqljddrqd2r34zkh	(SPI)577650	35595
z9fx87t4w64p92r4	v40wn1w1swjrn4gw	(SPI)577649	35597
5hm4gf1f319dslqt	hrw5b1gwf0vj7zxd	(SPI)577639	35599
7kp6jh3q5hfzl5jv	2094521	(SPI)577610	35607
kw1jvtf5hd6l69w2	1560186	(SPI)577568	35611
6jn5hg2v4vjqbk0z	11201177	(SPI)577558	35613
kw1jvtgthgxfh1x8	9641683	(SPI)577335	35637
gsxfrqc7d5zmrhwm	16480103	(SPI)577142	35653
0bgz98wsxppqsn05	hs3m3plfflqfttr8	(SPI)577126	35655
jv0httg2gkljldxx	19872989	(SPI)576961	35679
4gl3ff21264lp7ss	10935699	(SPI)576874	35691
9mr8ll8g7jhgnvq0	2216981	(SPI)576695	35701
lx2kwwk1jvcxgn6m	2570265	(SPI)576606	35711
3fk2dd2p140c1fv6	212644	(SPI)576561	35717
z9fx88xrwwd8tv8q	1557700	(SPI)576504	35725
2dj1cc260jw98274	664032	(SPI)576299	35735
jv0httjpghth3crg	657319	(SPI)576291	35737
9mr8ll9p7rwhgsz7	17642268	(SPI)576194	35745
5hm4gg5q3grhxc6x	kt1w7l0lhcxznnz3	(SPI)576142	35751
2dj1cc2p0mg97k4b	897419	(SPI)576141	35753
q26p11qdnwdr8mkq	hs4s53kbfvzzh7bb	(SPI)576100	35755
gsxfrrg6d3wmp795	12102896	(SPI)576086	35757
2dj1cc2v0ssh324p	8128437	(SPI)576085	35759
s48r33tsqj758bm6	19416158	(SPI)576049	35767
9mr8llb171z4bg67	685528	(SPI)575900	35785
t59s44wrrrbwnvp8	458100	(SPI)575816	35791
gsxfrrjgdz37znpm	8873184	(SPI)575769	35793
p15n00rsmk8vf78p	221659	(SPI)575766	35797
gsxfrrjpd8t88zvm	191444	(SPI)575685	35801
4gl3ff6j29slj70x	16306897	(SPI)575617	35807
n04mzzq3lb62dbv5	16306551	(SPI)575580	35809
p15n00spm5l5nkz2	12131648	(SPI)575287	35829
5hm4gg873qkvt3l0	815754	(SPI)575271	35831
q26p11tjnjvgm9mj	12121057	(SPI)574905	35857
4gl3ff8624kx0z9k	10260866	(SPI)574876	35865
9mr8llfz7prbmkk3	22596469	(SPI)574729	35887
n04mzzsfld3v01rb	q03cxrd3nr08rvt7	(SPI)574726	35891
z9fx884xw9qzgmr3	q03czbh0nfg8fdxt	(SPI)574685	35899
htzgssnsftxtgjvl	16253768	(SPI)574604	35911
r37q22x5pdc8blxs	16253121	(SPI)574537	35915
v6bt551csm2zsthb	9619778	(SPI)574529	35919
5hm4ggbt383wsfsx	10188452	(SPI)574484	35925
0bgz995pxz2kvm19	14674266	(SPI)574482	35927
htzgsspjfbnxn7d9	8133550	(SPI)574114	35939
v6bt552zs68lnx7m	21332086	(SPI)573851	35941
cptbnnk09394pt60	10271953	(SPI)573660	35959
n04mzzvdl2c8ksxv	16211529	(SPI)573574	35963
dqvcppl7b9xr8spn	7hl0qbtm5tpgf8d0	(SPI)573572	35965
7kp6jjgd5d2z762n	p0kn0v39mrvk99mn	(SPI)573505	35975
w7cv6645tkb9qb9m	2063661	(SPI)573494	35979
7kp6jjg15wlnm3rn	701670	(SPI)573395	35995
kw1jvvsgh8xtn9lx	8128031	(SPI)573390	35999
1ch0bb9lz5vzmhkp	12057235	(SPI)573269	36023
frwdqqp4c64k0zzw	21487809	(SPI)573244	36027
5hm4gggd3zkj3b9q	595944	(SPI)573134	36045
dqvcpppxb8zmbw71	10591347	(SPI)573012	36055
4gl3fffq26ht4sb4	15978430	(SPI)573009	36057
w7cv666jtrpn3frx	15979598	(SPI)573008	36059
r37q223zpw4bxqvb	1186092	(SPI)572725	36079
mz3lxxzcklg53kpt	14582483	(SPI)572580	36097
w7cv667stdk0gbzj	11888944	(SPI)572559	36103
cptbnnqt9h3b1gm5	20878440	(SPI)572426	36121
4gl3ffhn2zhsn9ck	19866286	(SPI)572382	36123
cptbnnrj9hdzw665	10703424	(SPI)572032	36145
1ch0bbf7z3t1rt8v	7hr735nk5zvxk31p	(SPI)572009	36147
q26p1140nn1tl62p	22687562	(SPI)572002	36149
2dj1ccgm0pjq4dzh	134814	(SPI)571866	36159
q26p114cn7wzh5jv	21529522	(SPI)571804	36161
7kp6jjm05f8v00tt	10641736	(SPI)571792	36165
gsxfrrwvd8fpdtjm	21419185	(SPI)571742	36179
dqvcppt0bfmr6956	21516861	(SPI)571721	36187
4gl3ffkw2jg0bg91	10639792	(SPI)571681	36193
cptbnnt99blcjp3f	20869359	(SPI)571636	36199
z9fx88f1w0ss5qkk	12061603	(SPI)571604	36205
7kp6jjpx5qm4dwn0	20424159	(SPI)571517	36221
t59s449prvzzmd9p	20848176	(SPI)571488	36227
cptbnnvl96165dww	1810376	(SPI)571405	36239
frwdqqx6cc6lxs5q	21618832	(SPI)571258	36259
4gl3ffn328tqqd6n	1976778	(SPI)571195	36265
q26p118qnwf352s1	19373622	(SPI)571141	36267
bns9mmvd8lrpst1z	90463	(SPI)571140	36269
q26p1185n54tcq00	20847139	(SPI)571067	36281
9mr8lltz7qsw0lh7	21505934	(SPI)571000	36289
htzgss18fhmhq72s	754267	(SPI)570991	36293
5hm4ggp03m3cbksh	8127604	(SPI)570988	36295
bns9mmw888776v48	21528980	(SPI)570893	36299
5hm4ggqc3crz7z2l	2057942	(SPI)570726	36309
0bgz99kfxnr2bn79	20803878	(SPI)570678	36319
lx2kww53jrgq3wqt	18584621	(SPI)570670	36321
8lq7kktt64n62mqb	18782081	(SPI)570664	36323
w7cv66ghtsw526k4	21781903	(SPI)570663	36325
bns9mmxv80nflj6p	x6934v6qvmwmdwbx	(SPI)570511	36359
t59s44fqr844141w	cmqjnjpb94gfvmd2	(SPI)570437	36373
z9fx88l9w5lx0fnx	q03wvj4tn551dct1	(SPI)570285	36389
mz3lxx81kk00880j	20872251	(SPI)570277	36391
bns9mmz08vx845p2	20212929	(SPI)570157	36401
7kp6jjwc5j36b4zm	12450725	(SPI)569969	36417
mz3lxx93kmjl8pj7	1683130	(SPI)569643	36431
3fk2ddrm1f5qlcw4	11889199	(SPI)569642	36433
mz3lxx96k53wr8nw	1254940	(SPI)569609	36435
7kp6jjwv5tdcbqjf	12336762	(SPI)569596	36437
r37q22ffpbczk3vt	299642	(SPI)569593	36439
6jn5hhw44ch0fqqg	8099750	(SPI)569477	36449
6jn5hhw74gsvgpgd	20210063	(SPI)569431	36453
mz3lxxbpk6n8fs7j	20209100	(SPI)569430	36455
4gl3fft82389hn2w	20209631	(SPI)569429	36457
dqvcpp3rbzwjsn6f	20208934	(SPI)569318	36465
p15n00djmzxb3qx9	11888871	(SPI)569042	36483
q26p11gpnfttfs8k	3415623	(SPI)569026	36487
8lq7kk096j7q3srk	v470q4vmsrz5dpg8	(SPI)569006	36489
p15n00frmjm0q09b	13528038	(SPI)568913	36491
7kp6jjzc549p4hkb	83463	(SPI)568911	36493
p15n00fvm33p0jm5	1530745	(SPI)568881	36495
x8dw77p4vrw3vw32	22268792	(SPI)568512	36535
1ch0bbsrzrvnd90r	19798188	(SPI)568389	36555
5hm4ggx13j7f4npr	10299301	(SPI)568379	36559
cptbnn5b9jq0hw7l	22103231	(SPI)568366	36563
q26p11jsn7p3qxm4	12324947	(SPI)568326	36567
gsxfrr8zdbzqlwbf	19751468	(SPI)568298	36583
3fk2ddwn1jtsmgc4	686142	(SPI)568285	36585
w7cv66phtx3b94lh	20848046	(SPI)568275	36587
lx2kwwd8jztkcr76	11883179	(SPI)568273	36589
8lq7kk206k6qnvvk	11978810	(SPI)568266	36591
n04mzzhslnx13wj9	773193	(SPI)568161	36607
dqvcpp76bpzcxv1p	3184901	(SPI)567777	36633
0bgz99vxxxfz6ss7	266128	(SPI)567715	36639
jv0httdqgf61qdvs	22052791	(SPI)567663	36649
x8dw77sgv77wd072	22268603	(SPI)567537	36663
lx2kwwgbjspqs0g6	17779891	(SPI)567499	36669
dqvcpp86bggnqv4j	17780045	(SPI)567492	36671
mz3lxxhjkxrc07hl	3752491	(SPI)567470	36675
6jn5hh35424m3k7p	3752490	(SPI)567469	36677
cptbnn8f9kk2rv1x	10626993	(SPI)567434	36681
jv0httfsgsfvdjcn	364723	(SPI)567262	36689
kw1jvvg0hn9fvz95	626705	(SPI)567133	36695
gsxfrrc8dn4jqk18	652779	(SPI)566787	36709
1ch0bbxvzb31lt2n	8998045	(SPI)566738	36711
w7cv67twtls448kb	9970780	(SPI)566622	36717
lx2kwxjvj0qhhzl7	11881214	(SPI)566508	36727
3fk2df1f1qkt1771	22058589	(SPI)566423	36729
lx2kwxjzjjmjmtp1	10621070	(SPI)566303	36731
v6bt56sbsbcqc0kd	8582916	(SPI)566145	36735
p15n01m7m9d6wk9h	6407116	(SPI)566142	36737
cptbnp9399fkrv3h	2051503	(SPI)565905	36743
1ch0bczwz8f5qn82	1200720	(SPI)565857	36749
bns9mn9981v4xjzw	22128384	(SPI)565720	36751
mz3lxzlskxlj7qq1	9967650	(SPI)565689	36753
dqvcpqcmbqfljmsp	1681991	(SPI)565651	36755
x8dw78w6vn82kfxb	14576733	(SPI)565409	36757
r37q23qjpgdk912l	1569681	(SPI)564560	36775
bns9mn958rc0156l	1569670	(SPI)564556	36777
5hm4gh423nx9z61j	1569669	(SPI)564553	36779
x8dw78xvv5h859ld	1568308	(SPI)564548	36781
n04mz0nnlmdtg3h8	1568299	(SPI)564546	36783
8lq7kl8b6qv5vdfp	1567877	(SPI)564525	36785
z9fx89z2wr8f1764	1567861	(SPI)564520	36787
cptbnpcl9hh63qrd	1567765	(SPI)564514	36791
1ch0bc19z4cmt1cx	1567756	(SPI)564513	36793
q26p12q2nxzv6m7c	1567751	(SPI)564512	36795
htzgsth5fpx5rwm3	2147056	(SPI)564145	36807
z9fx89zpwrllk6l8	84676	(SPI)564139	36809
n04mz0ngllgn80w1	14763179	(SPI)564098	36811
s48r34spqm4ng7cp	14763737	(SPI)564083	36815
bns9mnc98x525xvm	14763706	(SPI)564082	36817
kw1jvwllh70xnc07	18575858	(SPI)564078	36819
5hm4gh683rtdr9v4	14763303	(SPI)564072	36821
s48r34txqpzvpbjt	2848525	(SPI)563970	36823
lx2kwxm0j4znvn08	2310792	(SPI)563947	36833
8lq7klbm63vdbtnd	11890564	(SPI)563901	36869
0bgz9b2kxml64qc4	22115300	(SPI)563847	36877
bns9mnd58fk9h4qk	8081645	(SPI)563727	36885
htzgstpgfcdchgfq	10737822	(SPI)563059	36999
3fk2df941034br9q	10737805	(SPI)563058	37001
p15n01wrmkjt1zg9	10737812	(SPI)563057	37003
8lq7klgd67drq1vm	10737797	(SPI)563056	37005
5hm4ghdf3zs7zdv3	1764584	(SPI)563006	37021
4gl3fgcf2bwtfqtm	19440132	(SPI)562996	37023
4gl3fgch2kvx391v	22115192	(SPI)562961	37027
cptbnplv9jfs3v9x	287230	(SPI)562924	37035
z9fx8972wsdkpnn2	22108282	(SPI)562222	37065
t59s4531rrk617pp	1218960	(SPI)562158	37069
kw1jvwtzh8c4hn3s	18438859	(SPI)562061	37077
3fk2dfcq167bmgpl	12166249	(SPI)562006	37087
frwdqrp3c8pqh533	1169499	(SPI)561920	37089
9mr8lml77pgj8vbx	690777	(SPI)561852	37101
2dj1cdc602lgxvf2	775548	(SPI)561764	37111
8lq7klkn6qz3c3bv	11635187	(SPI)561664	37123
6jn5hjhq4h5630z1	18431904	(SPI)561627	37129
kw1jvwv9h290cm5p	10293977	(SPI)561500	37141
v6bt5665s87kl7km	12129044	(SPI)561074	37167
8lq7kllm659xntzt	714875	(SPI)561047	37169
x8dw788jvzb497q8	18725521	(SPI)561014	37179
8lq7kllx6bfsxvk6	18725479	(SPI)561006	37181
n04mz00clwzj3d1b	18727227	(SPI)561005	37183
8lq7kll26205jm3p	22408695	(SPI)560879	37187
v6bt566qs9vhfcvc	18734730	(SPI)560861	37191
8lq7klm66328gkk6	18055645	(SPI)560859	37193
dqvcpqrgbrjw685j	22420491	(SPI)560385	37199
9mr8lmnj7bvkjzzh	693431	(SPI)560327	37203
kw1jvwxthrs1n71z	785236	(SPI)560324	37205
t59s4564rr3nfh8z	9687067	(SPI)560267	37207
5hm4ghjn3xppr3rv	2206281	(SPI)560136	37215
jv0htvw2g62vr649	22410621	(SPI)560133	37217
t59s456dr5mnk1rs	22399329	(SPI)560102	37219
jv0htvw7grx5mm9r	22384174	(SPI)560009	37225
9mr8lmn37l38bb60	22384140	(SPI)559984	37229
1ch0bcdxzkc0rf4k	816743	(SPI)559942	37235
r37q235spqn17w2x	1715347	(SPI)559825	37241
lx2kwx0vjl1wh098	19372679	(SPI)559807	37251
v6bt568bsmc0d5w2	540457	(SPI)559517	37261
r37q235cpqtzlrn3	3442168	(SPI)559487	37267
4gl3fgjx2wh7w7km	22307125	(SPI)559339	37275
t59s458xr7l7jcsd	22364918	(SPI)559106	37289
z9fx89ddwq1r40t3	19496716	(SPI)559034	37305
1ch0bcghzblvtkfg	22283533	(SPI)559020	37307
6jn5hjmq49fkcnh5	22281657	(SPI)559006	37309
t59s459rrtspqsn6	22271059	(SPI)558840	37327
6jn5hjn747zkh100	19503692	(SPI)558807	37331
frwdqrwkc6dp4ww2	2021989	(SPI)558738	37337
0bgz9bgcx7w9ds0s	18452103	(SPI)558649	37349
7kp6jkpn5qqb02b4	22463589	(SPI)558644	37351
t59s459lrphkmz71	18505977	(SPI)558394	37367
p15n016nmpxcw61b	18500237	(SPI)558350	37377
8lq7klrb615rqjz2	12293493	(SPI)558317	37381
jv0htv1ng281gs4r	22462112	(SPI)558312	37385
t59s45b1rzd3k58m	11630495	(SPI)558305	37389
z9fx89g6w5wqdfkx	11630494	(SPI)558304	37391
gsxfrsztdwfvnhnp	746682	(SPI)558296	37397
v6bt56c8sk4kxk0r	22450372	(SPI)558279	37399
5hm4ghnm3f8xdsvl	18506121	(SPI)558270	37401
4gl3fgms2hb4f4lr	18507913	(SPI)558177	37411
dqvcpqw3bl5j9prf	1955366	(SPI)558156	37413
p15n016kmkrqpxd5	22463197	(SPI)558122	37423
0bgz9bj5x33cdqdv	18508146	(SPI)558082	37439
2dj1cdlc0j84ch73	18663	(SPI)558048	37445
3fk2dfmf1ttcwkv9	19751032	(SPI)558047	37447
p15n0173m5k7nlbt	22462829	(SPI)558018	37451
z9fx89hgwxrrbwqm	18508139	(SPI)558007	37457
1ch0bcklz4cq487b	18508022	(SPI)558002	37461
v6bt56djsxq0xlpq	13430796	(SPI)557997	37465
x8dw78gpvg8fnm0k	18508106	(SPI)557991	37469
5hm4ghp03mfkt0sh	13500340	(SPI)557983	37471
htzgst1cfjgmjms2	18508010	(SPI)557982	37473
n04mz06klp4lxldc	19760197	(SPI)557977	37475
3fk2dfn411zfbq4p	9458406	(SPI)557947	37481
