bibid dubblett radera	bibid korrekt post	SPI NR	PostNR
3fk2cnnl1s5ngmnb	r2dkq81jphwsbdjz	(SPI)776311	13841
1ch09lllz4s9gqjs	2914256	(SPI)776263	13845
v6bt4fgws32q13g9	22661713	(SPI)776219	13857
0bgz8klhxh7z9pdr	22661709	(SPI)776200	13873
gsxfq121d3t242dl	22661702	(SPI)776198	13875
1ch09lmwzfpw8j51	125923	(SPI)776184	13885
cptbmx0c9jr90fkw	22661694	(SPI)776150	13889
z9fx7jl3wzjq87q0	22661668	(SPI)776081	13895
t59s3dggr70z1hmg	196816	(SPI)775946	13913
9mr8kvx076vn02ft	17950133	(SPI)775945	13915
htzgr25lf7ctdnj8	13512993	(SPI)775626	13931
4gl3dpsv22q2x2tp	355508	(SPI)775314	13953
1ch09lq4zl9n630g	4801571	(SPI)775154	13967
q26p09fxnv9tdvgw	22661441	(SPI)775051	13971
1ch09lqczlfvp5pd	13409598	(SPI)775035	13977
frwdp041c7fz712r	3169412	(SPI)774935	13987
r37q1bghpf0zzfjk	15984226	(SPI)774816	13993
htzgr26bf4bs369j	22660231	(SPI)774781	13997
x8dw6hmsvvz94w7c	2272549	(SPI)774776	13999
8lq7jt066d562qnz	638832	(SPI)774763	14001
8lq7jt0c6wbzd534	435010	(SPI)774721	14007
t59s3dkzr08kpmr4	22660196	(SPI)774714	14009
6jn5grxh4q1d31n7	v586wxz3s7xmdchj	(SPI)774639	14013
z9fx7jpfwkjzvwhc	10156936	(SPI)774527	14019
t59s3dkfr3tx9lts	093k5h37xrx49kr6	(SPI)774485	14023
mz3lw6chkp5dm26q	1992533	(SPI)774341	14033
q26p09hnnt938r6d	1461186	(SPI)774340	14035
5hm4fqx53xvdhjfn	2clw2sj40ckmf5ft	(SPI)774312	14037
w7cv5gn0txrl4mb3	22656097	(SPI)774300	14041
cptbmx4j9mj8lxd0	19568005	(SPI)774199	14043
p15nz8g4m3jf1x2f	3737308	(SPI)774020	14055
1ch09lslz0cmzpg2	14215027	(SPI)773849	14061
kw1jt4bghv5nd9zr	22655045	(SPI)773676	14073
mz3lw6fmkb8sjgrw	dp2jw3q5bsxrhrz6	(SPI)773667	14077
1ch09lt2zq8z97gx	19352856	(SPI)773662	14079
7kp6hs1f5npzqb9s	1bvr7636z5fskprd	(SPI)773595	14085
2dj1bmvc0t43j1fg	10901521	(SPI)773559	14089
x8dw6hq9vgttvtq2	540704	(SPI)773508	14093
5hm4fqzp3khpt7xt	1730467	(SPI)773494	14099
w7cv5gqztfkp4f5b	2240527	(SPI)773410	14119
frwdp08kccl44lcs	16441853	(SPI)773389	14121
bns9lw5n8f8hn66h	8089706	(SPI)773276	14129
bns9lw618zmw1k4x	11352357	(SPI)772794	14181
1ch09lwrzmgb0t06	20855425	(SPI)772780	14183
5hm4fq113qtfz97g	22420291	(SPI)772751	14187
1ch09lxzzrf2psbl	13918113	(SPI)772712	14191
htzgr2dpfgp1g5hn	22280723	(SPI)772633	14201
lx2kv5h6j6n9qbwm	1794219	(SPI)772580	14215
dqvcnz93bvb8rqzl	11638457	(SPI)772467	14219
cptbmx889k4wn0pr	22653699	(SPI)772399	14227
bns9lx8b8xx1g27s	18558316	(SPI)772395	14231
gsxfq2dkd8s6k664	1191106	(SPI)772334	14235
8lq7jv6k6gqxh5l1	18553794	(SPI)772171	14243
6jn5gs4z4bx3g2s9	1925711	(SPI)772014	14259
gsxfq2fjd08398d1	8876686	(SPI)771892	14271
1ch09m0dz5tb703p	18534558	(SPI)771847	14283
p15nz9n4mpd53cq4	15408015	(SPI)771846	14285
7kp6ht6q5j5wl388	18534562	(SPI)771845	14287
s48r2drbq5pvf9bp	18540455	(SPI)771844	14289
frwdp1d6c7v7hg4n	22650330	(SPI)771631	14297
5hm4fr5d3sk0f3nx	22650776	(SPI)771545	14313
v6bt4gv6sj3rhv0s	22650713	(SPI)771543	14317
x8dw6jxfvl7dj4hl	22650214	(SPI)771536	14323
p15nz9p8mn9csmks	22650210	(SPI)771535	14325
r37q1ctqp3s237nn	14551476	(SPI)771327	14369
4gl3dq6b2p92k7zt	18534033	(SPI)771245	14377
n04mx8qbl10z99t8	22665570	(SPI)771060	14395
t59s3fwlr71x2s90	22641901	(SPI)771002	14399
cptbmzgl9gw8mpvn	12095272	(SPI)770887	14415
t59s3fxcrtb64g7x	19313859	(SPI)770811	14427
dqvcn0h4bn0d4khq	22641252	(SPI)770776	14433
cptbmzg89bd0k560	18622296	(SPI)770771	14439
lx2kv6qpjg82w5hj	22641245	(SPI)770767	14447
7kp6htch5rvr8l49	22641066	(SPI)770760	14453
t59s3fz4rv6l6qn1	8164383	(SPI)770742	14455
x8dw6j2bvg8ldcjj	22640688	(SPI)770648	14459
8lq7jvf96q29gb6t	13918254	(SPI)770441	14481
z9fx7k43wh9k6rg4	11909727	(SPI)770354	14485
lx2kv6rsjfl7kp84	22618572	(SPI)770353	14487
cptbmzjm95np6ffj	14675516	(SPI)770348	14489
s48r2dzbq2f19g5z	22618567	(SPI)770296	14499
p15nz9vbmb64v9bx	18762168	(SPI)770270	14503
x8dw6j4wvddxjlgk	3271169	(SPI)770198	14515
8lq7jvgk619kdpp8	2212516	(SPI)770057	14525
gsxfq2n0dq8p5pnf	1202656	(SPI)769992	14533
8lq7jvhn68310300	z94k2kmlwnnjb0jr	(SPI)769671	14561
z9fx7k6mwlv240rs	621952	(SPI)769569	14571
r37q1c1ppk9gbbrp	16412539	(SPI)769500	14579
q26p0b01nbgdv2lx	22618160	(SPI)769296	14591
cptbmzmq97kn1nrd	7kgbw0kr5kt40x6k	(SPI)769295	14593
t59s3f3mr7gml79l	782114	(SPI)769101	14609
2dj1bnc3096r1sb9	16408455	(SPI)769015	14617
jv0hs4vlgc9vhn1t	441864	(SPI)768806	14655
0bgz8lb3xt0vb627	127774	(SPI)768805	14657
cptbmzpj9nc9dc5d	658139	(SPI)768798	14659
n04mx80dlldxgvmf	14007561	(SPI)768494	14681
bns9lxn589rmnmjr	gsp1h9h8d06dzmxm	(SPI)768436	14685
0bgz8lc8xzq2h9j4	3636523	(SPI)768296	14703
frwdp1srcw5xj3h8	3636521	(SPI)768294	14705
q26p0b33nx7225s1	3636522	(SPI)768293	14707
5hm4frjl37x492k2	1803214	(SPI)768263	14709
htzgr3vzfdmlzkqs	22617547	(SPI)768249	14711
9mr8kwnv76jmfmt8	16715958	(SPI)768202	14715
n04mx818l5f7t3lm	22463525	(SPI)768185	14717
r37q1c4hpc1vq9vz	22617482	(SPI)768172	14723
7kp6htl15n0vgkvh	22458992	(SPI)768123	14725
htzgr3wjff8tkt02	22617359	(SPI)768081	14735
1ch09mf3zmk3svkz	22617374	(SPI)768080	14737
5hm4frkc3mz5w2q1	22617343	(SPI)768068	14741
q26p0b4zn5cnx9pd	22617332	(SPI)767990	14743
kw1jt5zxhmvbtl8w	22464900	(SPI)767894	14747
3fk2cphj1lxfprxm	632368	(SPI)767876	14749
jv0hs4x1g3d2hc1h	632367	(SPI)767875	14751
r37q1c5cp8np8665	11291295	(SPI)767842	14755
6jn5gsl24mfdm0j5	22465378	(SPI)767811	14765
r37q1c5npt4v4bzj	22465218	(SPI)767810	14767
lx2kv617j6nkt2ml	22616972	(SPI)767730	14789
t59s3f9zrk5ncjx6	22373704	(SPI)767699	14805
5hm4frmm3tmq2070	12240808	(SPI)767612	14817
8lq7jvqt6sflr6vf	13512419	(SPI)767607	14821
r37q1c7hp9kr3nfd	930748	(SPI)767585	14827
3fk2cpl417bbc4zn	779180	(SPI)767474	14837
p15nz96rmfbsb33t	8253907	(SPI)767433	14839
frwdp1xncg5kqsxb	8160328	(SPI)767312	14845
kw1jt52wh6pc3l69	2077189	(SPI)767299	14849
6jn5gspl4prbhqzm	2077183	(SPI)767298	14851
gsxfq20nd05gfc02	12282155	(SPI)767093	14877
p15nz97jmhpc24rr	22614717	(SPI)766932	14899
frwdp10dc1vdnhs8	2103690	(SPI)766928	14903
7kp6htt75514wqm0	19456973	(SPI)766722	14941
s48r2ddxqlpckv67	18681277	(SPI)766675	14947
mz3lw77tkw1n8stx	18680849	(SPI)766672	14949
cptbmzzr97ql5v79	22603198	(SPI)766644	14955
r37q1ccbptpx9bmp	18669114	(SPI)766573	14961
gsxfq226d9wrxtqz	18669097	(SPI)766568	14967
frwdp12dchp5jjw2	22485869	(SPI)766478	14975
2dj1bnp305lxqgw6	728592	(SPI)766466	14977
8lq7jvwv6q552wxd	596249	(SPI)766359	14995
7kp6htw55g0x7s8z	596140	(SPI)766332	15007
v6bt4gjts8t5qh4d	595977	(SPI)766329	15009
1ch09mp3z6pk8qpm	595877	(SPI)766324	15013
n04mx8bslslmhflp	595861	(SPI)766323	15015
6jn5gsvj4558prjs	595839	(SPI)766318	15021
q26p0bd3n99tp554	595835	(SPI)766317	15023
9mr8kwzq71hj1mtv	595825	(SPI)766316	15025
r37q1cf9p502qx4l	595614	(SPI)766309	15029
htzgr354fbxrn6v9	595611	(SPI)766307	15031
6jn5gsvw46ph457f	595587	(SPI)766304	15033
bns9lx1d8j1lhhl7	22600055	(SPI)766273	15045
4gl3dqtb2p1zb22n	8160163	(SPI)766230	15049
r37q1cgdpkv11sps	22599313	(SPI)766168	15065
1ch09mqsz2nd4xb1	18668837	(SPI)766157	15069
1ch09mr4z4bx8tn6	256708	(SPI)766035	15081
r37q1chxpm50k01g	7574399	(SPI)765973	15083
1ch09mr9zlclwrzk	730188	(SPI)765943	15087
mz3lw7c4kr791njx	657722	(SPI)765816	15095
9mr8kw1x7j00zrvz	18664054	(SPI)765812	15099
frwdp155cg1mx6wn	22598371	(SPI)765771	15103
w7cv5hmntdxqmsmz	22598366	(SPI)765768	15105
bns9lx2581chf76d	22598362	(SPI)765733	15107
8lq7jv1c6929tcch	13455106	(SPI)765678	15117
mz3lw7dvk0lr3bj2	781256	(SPI)765646	15123
2dj1bntc07q7w67c	18660578	(SPI)765641	15125
6jn5gszp4g94t8jt	14516177	(SPI)765631	15133
4gl3dqwx2kr7k55f	10796833	(SPI)765528	15145
lx2kv6cfjxc00bm1	8402205	(SPI)765490	15147
kw1jt5cxhd4s2b39	22597430	(SPI)765378	15165
z9fx7ks4w43d8nkp	18166217	(SPI)765197	15197
dqvcn07mbjwtns1j	18636816	(SPI)765196	15199
t59s3fnprp0tvs8x	22597300	(SPI)764991	15219
frwdp19fc7p006j7	22596653	(SPI)764902	15223
dqvcn09lbz5c1nz5	22586974	(SPI)764396	15263
bns9lx7z8cq5hg9x	11509465	(SPI)764154	15281
frwdp1b5cmlr2wqd	22585060	(SPI)764121	15285
3fk2cq1g1hpt0nv4	257522	(SPI)763863	15305
r37q1dp5pfjhzb9f	9995427	(SPI)763859	15307
dqvcn1bvbjdswzl1	22576963	(SPI)763835	15309
1ch09nzjzwx7nh4k	18572811	(SPI)763830	15311
lx2kv7j5jkw5hxwt	14949968	(SPI)763804	15313
0bgz8mz0x1hj2rzg	613389	(SPI)763760	15329
2dj1bp180pv3r6b8	22576921	(SPI)763722	15335
dqvcn1csb6f9tlrr	21519459	(SPI)763578	15343
lx2kv7k6j9v6plxk	15203198	(SPI)763537	15349
dqvcn1c2b5p0vblk	18566449	(SPI)763536	15351
6jn5gt5x4qx53xrz	15203165	(SPI)763535	15353
4gl3dr3x21mgzbq7	15203065	(SPI)763534	15355
v6bt4htpsrq5qv0f	15203046	(SPI)763533	15357
s48r2frpqt49dcd7	18566459	(SPI)763532	15359
x8dw6kxwvl1kzqxn	22576830	(SPI)763531	15361
s48r2fstqc5cl0tq	15203020	(SPI)763530	15363
2dj1bp280m4d64tj	1brkznscz6hrqbxt	(SPI)763486	15367
v6bt4hv3shg0w81q	18564489	(SPI)763378	15369
lx2kv7lwj7tvjpdv	16192114	(SPI)763375	15371
6jn5gt6s4mfvx1tv	12056841	(SPI)763338	15381
v6bt4hvhs10pntpk	18563293	(SPI)763337	15383
2dj1bp300sqx826q	11206675	(SPI)763227	15393
s48r2fttqgd58k66	11902351	(SPI)763180	15397
lx2kv7mxj890l1d6	301820	(SPI)763101	15407
frwdp2gtcqztq4km	18558992	(SPI)763063	15409
3fk2cq5d159dz8k1	12091948	(SPI)762697	15439
9mr8kxcs72k8hx4n	22572296	(SPI)762504	15447
frwdp2h2c98b6np1	13912348	(SPI)762477	15451
x8dw6k0pvs646fxl	64219	(SPI)762438	15457
frwdp2h8cb78tf2b	651277	(SPI)762436	15459
w7cv5jzrtdf40l8b	64218	(SPI)762434	15461
n04mx9rbl9sslbfx	1923435	(SPI)762263	15491
3fk2cq711lghjvsm	22572929	(SPI)762181	15499
2dj1bp660w2xkh4f	584910	(SPI)762062	15507
gsxfq3lmdq43g4s5	18514721	(SPI)762052	15509
v6bt4h08sxgtspgk	50318	(SPI)762011	15519
bns9lzg287nvtqbc	8240737	(SPI)761911	15531
q26p0cvhng9zkwp2	10468315	(SPI)761899	15533
5hm4fs903rj9n2wk	18487625	(SPI)761887	15535
0bgz8m4wxdcfgsm8	22572341	(SPI)761880	15539
dqvcn1kcb9dgwfkj	15196955	(SPI)761876	15541
r37q1dx2pd0htvs5	11133400	(SPI)761749	15555
cptbm0jz93z09fv7	15196657	(SPI)761691	15565
cptbm0j59tntvwrq	22570257	(SPI)761600	15573
0bgz8m6zx7fft8tq	1101953	(SPI)761586	15581
0bgz8m6cx1v9tdt1	n0t8sj4mlvwrzm06	(SPI)761528	15597
9mr8kxhq71lcrmrd	dpwxn2tpblv50kgm	(SPI)761527	15599
p15nzbw5m1rzwc9l	18212521	(SPI)761516	15601
4gl3drbn2sl3jg5m	s3c2pk92q5wzm0q7	(SPI)761504	15603
lx2kv7shjlz5xxv3	19461325	(SPI)761393	15619
t59s3g2vrmq4kc9g	17642588	(SPI)761330	15625
jv0hs5rxgj2670rx	142714	(SPI)761158	15639
w7cv5j4ftlkbqpn0	22559559	(SPI)761070	15645
htzgr4rff516t7jw	18470256	(SPI)760969	15661
jv0hs5smgsrk52xx	10752818	(SPI)760911	15667
v6bt4h40sp2ndmgt	18445398	(SPI)760882	15669
htzgr4rvfkbxqkz9	5856861	(SPI)760758	15677
q26p0c07n0mfg2bh	299974	(SPI)760741	15683
cptbm0n99rxcc3cs	8158966	(SPI)760598	15699
s48r2f3rq1r0grv5	11267300	(SPI)760528	15701
8lq7jwk96zdnr4zg	12070510	(SPI)760511	15703
p15nzb00m46xrhd6	10394657	(SPI)760500	15713
t59s3g4drxp3l634	1809080	(SPI)760360	15723
t59s3g4pr9wnrp5f	18431068	(SPI)760173	15733
0bgz8mb1xnv0nq1f	14805934	(SPI)760009	15739
z9fx7l94w1lfbgwn	365928	(SPI)760001	15743
dqvcn1qpbpfmcm24	10587667	(SPI)759851	15747
2dj1bpdf00g2nqpb	13455431	(SPI)759850	15749
7kp6hvkp5dxv3t2t	13455452	(SPI)759839	15753
mz3lw8zdkv5q79sm	1138667	(SPI)759791	15763
8lq7jwmd664mr1ft	14815474	(SPI)759741	15777
q26p0c3wnz2r5ndm	13501126	(SPI)759740	15779
n04mx91xlsnvb1wb	22553583	(SPI)759669	15783
3fk2cqgj1p9f73vq	198059	(SPI)759454	15789
r37q1d49p8jjvt6h	3010484	(SPI)759410	15793
5hm4fsjr34q55k86	14757767	(SPI)759409	15795
jv0hs5w5g3c9hlcm	14757770	(SPI)759408	15797
n04mx91glpk91rs5	14750242	(SPI)759306	15803
3fk2cqh218397mhn	14079466	(SPI)759007	15809
1ch09nf2zv93j491	14676041	(SPI)758776	15813
z9fx7lcvw4x732jx	2962106	(SPI)758523	15843
kw1jt60thf1wvkvp	12479366	(SPI)758068	15855
5hm4fslh30g9zjf6	2097583	(SPI)758059	15857
z9fx7ldqw8tnbb1f	19444961	(SPI)757943	15875
kw1jt60dhw3lhxcq	1512192	(SPI)757929	15877
n04mx94llsbvzfs1	x74bqbs6v2jbwfv7	(SPI)757910	15881
4gl3drl42x7ncqzb	10201470	(SPI)757909	15883
mz3lw83qkw3nn9d2	8kgn0t926k9pdknn	(SPI)757823	15887
9mr8kxrm77rpkdx5	1782789	(SPI)757746	15895
w7cv5jc8tn60vwjw	mxhf1hj4k4fthwlb	(SPI)757745	15897
n04mx946lw4nq9pf	14697977	(SPI)757679	15903
6jn5gtn04g2n9kqh	14697895	(SPI)757625	15913
q26p0c7nn10qt67v	714407	(SPI)757612	15919
htzgr40lfnn76krm	z85wkt0qwv06z424	(SPI)757534	15925
q26p0c7mnq5d26vx	13362173	(SPI)757179	15953
bns9lzv98nmqzsxx	640103	(SPI)757178	15955
jv0hs52pgxk241cm	1b7dqc32z7sr8ndt	(SPI)757135	15963
q26p0c80nzjjj254	q2ztp3rmnjb0gnnp	(SPI)757066	15967
cptbm0wp9jp1tfl1	686645	(SPI)757060	15969
7kp6hvrn5666746s	dplsb8vgbk7jnmks	(SPI)756996	15973
r37q1d97ptt0vh3t	655645	(SPI)756992	15975
bns9lzvv8gcb2hg2	1236978	(SPI)756969	15977
p15nzb7cm7qdttzz	14586174	(SPI)756927	15983
x8dw6khnv7msnm1c	2370411	(SPI)756500	16025
lx2kv76rjpv9pkkn	lx0hcdxwjf2xfshf	(SPI)756358	16041
7kp6hvtw5v2b0p31	10522376	(SPI)755906	16061
htzgr43cfl4pn6fw	628898	(SPI)755862	16069
2dj1bpps06wdg6h1	9406522	(SPI)755555	16099
3fk2cqr11lk17h79	2c7rqtzt0kcthpg3	(SPI)755385	16107
5hm4fst934g3b14b	09lcsf4sxqvsgmkd	(SPI)755253	16113
dqvcn12sbnqx3w88	787674	(SPI)755082	16123
x8dw6klhv5ghkcqb	3087107	(SPI)754822	16129
1ch09nppzwjvgrdf	814612	(SPI)754805	16133
jv0hs568gdv6k28w	13036733	(SPI)754711	16135
2dj1bpqv0z7z94xx	z84ngknrw54zd7pb	(SPI)754709	16137
lx2kv78fjkfs497s	095pgwbwx4rrjh9v	(SPI)754708	16139
3fk2cqs410vm6c7q	10696786	(SPI)754635	16145
4gl3drtf22pf09x4	2067989	(SPI)753895	16155
3fk2cqsj16m35ztj	2036023	(SPI)753877	16159
kw1jt682hmm693cm	252273	(SPI)753876	16161
htzgr46cfqjbnwfr	3449204	(SPI)753850	16175
3fk2cqtj1cw46np5	1126490	(SPI)753737	16197
8lq7jw0v6gdnrnkg	1693095	(SPI)753730	16203
htzgr475f9lg8qpt	1693094	(SPI)753729	16205
1ch09nrqz9n2st12	314970	(SPI)753728	16207
gsxfq367dg2lv53f	19481919	(SPI)753722	16209
z9fx7lprw34bgs7v	1506418	(SPI)753712	16211
p15nzbgxmbjxg5rj	1279024	(SPI)753661	16227
w7cv5jnbt62j2tmt	19478649	(SPI)753638	16235
r37q1djcp1z4zpnq	889483	(SPI)753626	16241
t59s3glnr9796180	22429240	(SPI)753473	16249
s48r2fkpqzn1jgbd	2661992	(SPI)753466	16251
htzgr49gf5vvhgcz	22429197	(SPI)753454	16253
bns9lz4c8878zkzc	8413047	(SPI)753453	16255
s48r2fl0q4cm7v0f	17854805	(SPI)753405	16261
v6bt4hnfst2m240m	113358	(SPI)753188	16275
bns9lz4z854b3jhl	8173595	(SPI)753139	16277
p15nzbj4mcrp9hkt	12643516	(SPI)752937	16307
5hm4fs0q386kzcdj	nzt79zgdl2c2rq4f	(SPI)752823	16311
v6bt4hqssfnbjwrq	17581016	(SPI)752705	16325
9mr8kx5n78jv7bj5	13482124	(SPI)752560	16339
mz3lw8hbkhg73dpl	1790039	(SPI)752328	16351
p15nzbkjmx4mbkv6	787586	(SPI)752266	16355
6jn5gt344cdnqk87	787585	(SPI)752265	16357
bns9lz7c83sb745g	10937375	(SPI)752132	16361
w7cv5js4tfs1tt5c	297153	(SPI)752027	16369
r37q1dndp1b1ldr5	8406375	(SPI)751805	16385
7kp6hv425dnkl6b6	8175601	(SPI)751758	16391
0bgz8nxzxt86lhp1	22428978	(SPI)751728	16397
6jn5gv4k4pw5hkf9	11894	(SPI)751584	16411
2dj1bq0l0jc47vz6	21698394	(SPI)751571	16417
w7cv5ktgtkcmv9jt	11214560	(SPI)751568	16419
5hm4ft3v3r2fm875	21668485	(SPI)751535	16423
q26p0dptnnlsb6dq	21651616	(SPI)751420	16437
kw1jt7jthct6w0jj	20351346	(SPI)751258	16443
8lq7jx756k4xbs7f	638392	(SPI)751097	16461
frwdp3fgccq9mrlw	19681438	(SPI)751047	16467
w7cv5kwztghf01vd	19404078	(SPI)751033	16469
p15nzcp3mdpkzfmb	s3xn1f05qcw6tcf3	(SPI)751020	16479
frwdp3fxc6b0qptq	6hb2dkm04tq2hxmn	(SPI)751015	16483
1ch09p1nz6znvtb5	kwsplw2mh227m39f	(SPI)750925	16489
1ch09p28ztdbdm2w	2990502	(SPI)750720	16515
q26p0dr7n4vpj2vt	jtnxzg4vg0vj27n5	(SPI)750521	16525
s48r2gthqdzj8bsr	328186	(SPI)750434	16533
bns9l0c68qd2xhnd	490332	(SPI)750422	16539
n04mxbqmllv4qr0s	2c6fm7mg0lgrxfjk	(SPI)750395	16543
7kp6hw9c5l5kx04q	14712953	(SPI)750281	16549
htzgr5krf32c9hmv	19370682	(SPI)750236	16555
kw1jt7mxh7v29zjm	17663797	(SPI)750200	16559
1ch09p3fzgwjnn66	19370105	(SPI)750199	16561
htzgr5k1fhzfbxrs	2309818	(SPI)750196	16565
z9fx7m1tw5d2jrxg	12550509	(SPI)750148	16577
v6bt4jz6szlfktw8	kvqsjj7zh7zq5m8s	(SPI)749730	16595
x8dw6l1dv31vstf7	1865012	(SPI)749623	16601
cptbm1gw953st1z8	1017563	(SPI)749559	16603
9mr8kzf77cdp8rl8	533064	(SPI)749528	16617
2dj1bq670brd4szz	lwrpf5rdjv1mxsc2	(SPI)749461	16627
z9fx7m37w4vvlf7m	9878814	(SPI)749398	16633
jv0hs6p6gt7xq2xz	11914465	(SPI)749148	16683
kw1jt7q9h3znjjpx	w6209440tlqsv2nn	(SPI)749109	16685
3fk2cr8z1v4s6hm5	651635	(SPI)749084	16689
z9fx7m52wqlphgl9	dpkhrqkhbg9jzql6	(SPI)749011	16699
lx2kv8stjd5hgdbd	2303038	(SPI)748998	16703
9mr8kzht7djnnbk3	13563971	(SPI)748898	16713
gsxfq4n6dmm6k9nc	mxsmtrx0k9zr8tdd	(SPI)748719	16719
cptbm1k79r6q9713	364663	(SPI)748661	16723
2dj1bq950gbctwjj	758056	(SPI)748556	16731
mz3lw9vrknbc37fd	r2xrr0dxps4pb9ct	(SPI)748502	16733
gsxfq4pxd29glzdx	12325069	(SPI)748438	16745
1ch09p8jz1zkb1cb	12325062	(SPI)748437	16747
q26p0dzcnh0lc2qd	297040	(SPI)748402	16751
lx2kv8t9j6stqbnl	699745	(SPI)748379	16753
kw1jt7sbhc95f6fc	8178453	(SPI)748361	16755
jv0hs6rfgp5vj4v5	11492827	(SPI)748298	16759
1ch09p9pzl8213js	704278	(SPI)748167	16783
x8dw6l6nvbw369ht	18589302	(SPI)747967	16785
1ch09p9tz6hlmgxg	18589295	(SPI)747966	16787
t59s3h3prdpjn8c6	811456	(SPI)747962	16789
t59s3h4zrs3bzfkh	18583962	(SPI)747713	16797
8lq7jxkv623zx41x	17967370	(SPI)747629	16809
5hm4ftgt3kn2h9l7	18583925	(SPI)747619	16811
6jn5gvj74r5skl23	19804818	(SPI)747293	16823
6jn5gvjg44glwhzs	8156608	(SPI)747170	16831
w7cv5k76tg78m52g	16960	(SPI)747100	16833
p15nzc15mgtpq086	18580712	(SPI)747074	16837
5hm4fth13gphr7jm	17175867	(SPI)746904	16849
cptbm1qp9jx17mwh	8js97x186tr63706	(SPI)746850	16865
jv0hs6wxgr1r0jzs	696170	(SPI)746810	16867
frwdp3swcf85vgz3	11354604	(SPI)746808	16869
mz3lw91lk844j0xb	fpb24bqrc3bwnb3d	(SPI)746666	16883
r37q1f5wpx24jf2j	t3qbbg49r291xwjl	(SPI)746600	16887
4gl3dsjq2q0tmcsm	190445	(SPI)746468	16899
q26p0d4gnzhfq1l9	11819013	(SPI)746444	16903
8lq7jxp46dn4xm3p	11884099	(SPI)746132	16937
dqvcn2vrb6d5sw30	8156311	(SPI)745975	16953
r37q1f79ph9337rc	1547505	(SPI)745915	16959
mz3lw938kp02z3t9	mxk35nt4kj548hv4	(SPI)745875	16961
dqvcn2v3bl433wl9	7jchp1mb5wl48gsg	(SPI)745868	16963
frwdp3w6cmbg3ndm	fqkpw2w6cbk4134g	(SPI)745849	16965
bns9l0tk835076mv	2590125	(SPI)745779	16979
htzgr504fd454r71	q1vrpx8hngw63mjt	(SPI)745707	16993
2dj1bqkt0h3h7g9z	mwp86gcvknnd7d52	(SPI)745687	16997
3fk2crmc1dxwxp2n	14594116	(SPI)745498	17013
v6bt4jd5sdbm54k0	2542229	(SPI)745475	17015
6jn5gvqt4w3d2q6m	kvh5v1cnhcsjt76f	(SPI)745345	17025
1ch09pl1zwbnx281	10635430	(SPI)745250	17039
6jn5gvrl433dwp2b	2980052	(SPI)745108	17049
8lq7jxtx6f16s15s	4f7pnqs92sgkd4bn	(SPI)745041	17057
w7cv5kgrtsqnmwkl	6h9q0xw14d53t78v	(SPI)744974	17065
1ch09pm6zg7mg40n	9783372	(SPI)744899	17075
q26p0dbznj6k9kdz	3744242	(SPI)744706	17077
jv0hs64tgclpz9nz	3744238	(SPI)744704	17079
7kp6hwtq562f5rjw	118300	(SPI)744620	17085
0bgz8nlqx4q677z7	8096747	(SPI)744336	17095
p15nzcb8mfrlvtdq	884101	(SPI)744009	17119
w7cv5kjqtz23jxks	8182408	(SPI)743901	17127
8lq7jxx96b53wh5g	315368	(SPI)743893	17133
htzgr56lff9b9bxj	18035418	(SPI)743468	17169
htzgr56rft2d1kmt	18032846	(SPI)743454	17173
8lq7jxzl6csp74s6	18032810	(SPI)743439	17175
cptbm12w9d4cd2xh	r2s91cjbpgq2z541	(SPI)743404	17181
lx2kv8bzj8x49psz	fqgv1lwscgdsj7gp	(SPI)743224	17205
gsxfq46wd2gd7c6z	mxn250m7kcrs2skm	(SPI)743187	17207
s48r2gjbqt2ct47d	17264484	(SPI)743139	17211
1ch09ps2zm90bx63	681426	(SPI)742899	17227
n04mxbf3lqfqp49v	595823	(SPI)742811	17241
dqvcn25wb4z3msr0	17658149	(SPI)742797	17243
6jn5gvzt4qkk5837	17657872	(SPI)742725	17247
v6bt4jmls5h9jr6d	13435759	(SPI)742722	17251
mz3lw9dhk09b5s57	17655727	(SPI)742710	17255
9mr8kz3k7c1n0sr2	hslxr432fcr1lpdk	(SPI)742596	17267
gsxfq480d4khxxjj	11420460	(SPI)742489	17275
5hm4ftz23pdfxjkf	1034831	(SPI)742243	17287
cptbm16l9j2n91hm	17652332	(SPI)741895	17299
n04mxbh0l7bq4rzv	17648528	(SPI)741724	17303
cptbm16r9n1rjjrm	18318875	(SPI)741722	17305
1ch09pvgzmjsrh7g	359027	(SPI)741667	17307
jv0hs6c3g10rg1vh	687599	(SPI)741510	17311
3fk2crz119wp2c20	785766	(SPI)741380	17321
gsxfq4bkdqpwkpdb	11732262	(SPI)741364	17327
6jn5gv2c4v4z702v	2c3j0v9b0qbhzd8l	(SPI)741319	17329
t59s3hp1rm3bh8v7	785757	(SPI)741176	17331
6jn5gv2h47x143l5	10048289	(SPI)741139	17333
3fk2crzg12hfzll6	22666101	(SPI)741129	17335
3fk2cr011svmpxs0	17643752	(SPI)740676	17353
9mr8kz697cn55gf2	2bsttps20rr39tb5	(SPI)740675	17355
6jn5gv3841t2w9qg	17643862	(SPI)740674	17357
bns9l07j8s2rsg7b	626869	(SPI)740660	17361
s48r2gp9q41pwf69	787591	(SPI)740572	17371
n04mxbkflgcc02h1	760757	(SPI)740506	17379
gsxfq4c9dwpbvbzm	1998299	(SPI)740495	17381
2dj1bqzz05zsvdqt	2863805	(SPI)740469	17383
